TT	PID	AT	CT	IO_D	WT	RT	TRT
3889	175	3792	63	0	34	34	97
3923	170	3422	198	0	303	296	501
3996	29	90	265	16	3641	377	3906
4015	180	3906	91	0	18	16	109
4021	60	194	71	24	3756	804	3827
4041	52	174	190	5	3677	817	3867
4052	183	4020	10	0	22	22	32
4066	184	4030	3	0	33	33	36
4179	39	131	163	0	3885	450	4048
4288	50	169	246	0	3873	373	4119
4402	197	4376	8	0	18	18	26
4423	121	1030	152	0	3241	557	3393
4485	26	85	261	24	4139	428	4400
4530	201	4475	35	0	20	20	55
4535	90	319	52	0	4164	233	4216
4575	53	176	157	13	4242	29	4399
4628	9	20	224	0	4384	100	4608
4635	17	49	274	17	4312	913	4586
4636	75	264	10	5	4362	431	4372
4637	76	267	16	9	4354	732	4370
4638	71	251	242	9	4145	5	4387
4736	104	53	183	0	4500	217	4683
4739	205	4580	141	0	18	4	159
4799	81	288	64	0	4447	403	4511
4926	138	1883	122	0	2921	204	3043
5019	174	3649	99	0	1271	139	1370
5020	31	102	220	17	4698	85	4918
5046	66	223	214	19	4609	1	4823
5057	213	4969	58	0	30	24	88
5105	181	3929	83	0	1093	238	1176
5111	27	86	243	14	4782	463	5025
5125	65	217	235	14	4673	418	4908
5126	40	138	138	12	4850	1	4988
5127	79	279	34	13	4814	281	4848
5133	69	238	95	30	4800	286	4895
5141	67	229	135	17	4777	9	4912
5158	102	34	66	0	5058	881	5124
5161	216	5066	71	0	24	18	95
5208	63	206	149	14	4853	495	5002
5269	80	283	88	7	4898	404	4986
5277	120	1021	161	0	4095	596	4256
5329	83	297	145	12	4887	1	5032
5355	93	333	155	13	4867	237	5022
5370	221	5287	61	0	22	20	83
5387	206	4582	116	0	689	232	805
5474	224	5399	59	0	16	14	75
5506	141	1939	138	0	3429	252	3567
5514	77	272	262	10	4980	263	5242
5548	88	316	12	58	5220	516	5232
5558	200	4449	53	0	1056	303	1109
5576	230	5515	25	0	36	32	61
5588	70	244	138	0	5206	3	5344
5591	62	206	164	13	5221	780	5385
5681	196	4366	117	0	1198	216	1315
5727	234	5630	67	0	30	28	97
5736	68	234	104	0	5398	351	5502
5774	78	277	188	19	5309	420	5497
5810	86	311	92	0	5407	225	5499
5826	98	340	289	19	5197	2	5486
5863	45	155	295	12	5413	939	5708
5881	84	302	139	0	5440	703	5579
5884	140	1913	26	0	3945	196	3971
5890	158	2865	37	0	2988	539	3025
5924	238	5824	88	0	12	12	100
5960	73	260	169	12	5531	303	5700
5995	242	5927	60	0	8	8	68
6050	219	5242	96	0	712	424	808
6056	237	5782	98	0	176	48	274
6072	91	325	56	8	5691	385	5747
6127	247	6060	51	0	16	12	67
6127	143	2085	83	0	3959	188	4042
6141	89	317	158	6	5666	1263	5824
6179	100	346	38	10	5795	1113	5833
6184	146	2213	85	0	3886	19	3971
6243	250	6158	60	0	25	25	85
6282	96	337	229	12	5716	72	5945
6299	85	306	202	16	5791	236	5993
6318	142	1953	124	0	4241	978	4365
6319	92	332	208	15	5779	230	5987
6392	220	5250	97	0	1045	159	1142
6455	256	6366	79	0	10	6	89
6476	157	2724	114	0	3638	886	3752
6485	72	256	222	20	6007	317	6229
6529	95	337	96	16	6096	856	6192
6565	239	5826	34	0	705	177	739
6566	97	338	256	15	5972	538	6228
6589	259	6484	91	0	14	8	105
6594	94	334	108	8	6152	349	6260
6602	74	261	242	6	6099	457	6341
6636	243	5931	59	0	646	113	705
6659	187	4125	161	0	2373	669	2534
6690	262	6602	52	0	36	34	88
6705	263	6644	51	0	10	8	61
6710	101	13	85	0	6612	694	6697
6729	82	290	245	11	6194	184	6439
6764	190	4197	117	0	2450	103	2567
6778	267	6724	44	0	10	8	54
6820	229	5513	69	0	1238	130	1307
6821	246	6017	60	0	744	53	804
6860	145	2170	97	0	4593	158	4690
6863	264	6654	48	0	161	123	209
6891	274	6842	18	0	31	25	49
6901	199	4439	68	0	2394	131	2462
6911	99	345	210	25	6356	230	6566
6940	217	5095	61	0	1784	188	1845
6990	130	1568	103	0	5319	1370	5422
7035	273	6827	31	0	177	133	208
7037	150	2360	99	0	4578	166	4677
7058	277	7008	44	0	6	2	50
7074	269	6740	35	0	299	298	334
7078	211	4894	34	0	2150	180	2184
7084	271	6805	25	0	254	254	279
7094	266	6706	11	0	377	103	388
7097	231	5541	55	0	1501	231	1556
7118	227	5435	36	0	1647	187	1683
7129	162	3062	113	0	3954	444	4067
7129	255	6352	26	0	751	122	777
7144	228	5505	60	0	1579	426	1639
7145	215	5002	50	0	2093	301	2143
7146	173	3642	106	0	3398	160	3504
7150	209	4804	35	0	2311	90	2346
7174	282	7152	16	0	6	6	22
7179	135	1772	83	0	5324	151	5407
7180	159	3002	53	0	4125	760	4178
7181	152	2416	87	0	4678	473	4765
7203	251	6188	54	0	961	126	1015
7218	283	7202	12	0	4	4	16
7218	144	2154	86	0	4978	198	5064
7219	253	6308	26	0	885	173	911
7219	134	1706	122	0	5391	162	5513
7220	132	1624	63	0	5533	96	5596
7221	119	1018	61	0	6142	1025	6203
7231	182	3930	82	0	3219	209	3301
7234	114	771	104	0	6359	797	6463
7239	202	4491	71	0	2677	474	2748
7240	210	4841	64	0	2335	292	2399
7245	113	766	109	0	6370	515	6479
7247	281	7143	7	0	97	98	104
7259	177	3806	57	0	3396	106	3453
7260	106	182	100	0	6978	544	7078
7261	107	193	89	0	6979	1412	7068
7263	156	2710	128	0	4425	1059	4553
7264	192	4276	72	0	2916	215	2988
7266	148	2352	85	0	4829	1272	4914
7268	226	5428	43	0	1797	316	1840
113	103	45	12	0	56	0	68
477	105	71	165	0	241	160	406
1258	124	1211	46	0	1	0	47
1258	123	1209	48	0	1	0	49
1432	118	1007	50	0	375	0	425
1559	129	1361	189	0	9	0	198
1694	133	1638	51	0	5	0	56
2510	151	2396	107	0	7	0	114
2617	153	2534	63	0	20	0	83
2827	136	1808	192	0	827	667	1019
2894	137	1875	174	0	845	467	1019
2894	127	1336	196	0	1362	374	1558
3389	168	3251	137	0	1	0	138
3389	167	3248	140	0	1	0	141
3505	166	3219	38	0	248	286	286
3627	171	3433	187	0	7	80	194
3889	179	3828	60	0	1	0	61
3889	178	3826	62	0	1	0	63
4052	186	4047	4	0	1	0	5
4052	185	4045	6	0	1	0	7
4402	198	4397	4	0	1	0	5
4485	188	4151	124	0	210	40	334
4530	204	4525	4	0	1	0	5
4530	203	4501	28	0	1	0	29
4638	147	2257	216	0	2165	123	2381
4739	208	4587	137	0	15	0	152
4739	207	4585	139	0	15	100	154
5057	214	4993	57	0	7	0	64
5133	125	1308	91	0	3734	939	3825
5141	110	546	127	0	4468	135	4595
5161	218	5102	56	0	3	0	59
5370	223	5313	54	0	3	0	57
5370	222	5311	56	0	3	0	59
5576	233	5561	14	0	1	0	15
5576	232	5560	15	0	1	0	16
5727	236	5673	51	0	3	0	54
5727	235	5671	53	0	3	0	56
5774	163	3088	163	0	2523	546	2686
5774	154	2621	171	0	2982	835	3153
5810	195	4318	47	0	1445	926	1492
5924	241	5902	21	0	1	0	22
5924	240	5891	32	0	1	0	33
5995	245	5940	54	0	1	0	55
5995	244	5937	57	0	1	0	58
6127	249	6117	9	0	1	0	10
6127	248	6098	26	0	3	0	29
6184	176	3804	73	0	2307	383	2380
6243	252	6198	44	0	1	0	45
6318	164	3092	116	0	3110	308	3226
6392	225	5409	96	0	887	227	983
6455	258	6400	50	0	5	0	55
6455	257	6397	53	0	5	0	58
6589	261	6558	28	0	3	18	31
6589	260	6543	41	0	5	0	46
6594	212	4961	72	0	1561	262	1633
6602	191	4262	61	0	2279	50	2340
6705	265	6657	45	0	3	0	48
6778	268	6738	37	0	3	0	40
6860	270	6797	40	0	23	22	63
6891	276	6884	4	0	3	0	7
6891	275	6867	17	0	7	0	24
6901	272	6811	41	0	49	39	90
6940	254	6316	47	0	577	42	624
7058	279	7016	37	0	5	19	42
7058	278	7010	43	0	5	0	48
7129	193	4302	101	0	2726	231	2827
7146	280	7128	15	0	3	8	18
7179	194	4316	62	0	2801	318	2863
7179	161	3050	64	0	4065	742	4129
7180	189	4171	44	0	2965	80	3009
7218	284	7210	7	0	1	0	8


Processes: 284
Avg WT = 2093,	Avg RT = 230,	Avg TRT = 2196
% Of Process Completed Before Deadline = 0
Migration %: 492	RTF = 4,	MaxW = 95
Work Steal %: 500
Forked Process: 64%
Killed Process: 25%


Processors:4 [1 FCFS, 1 SJF, 1 RR, 1 EDF ]
Processors Load 
P1 = 16.4504 %, P2 = 23.5551 %, P3 = 19.8552 %, P4 = 22.7794 %, 


Processors Utiliz 
P1 = 68 %, P2 = 98 %, P3 = 83 %, P4 = 94 %, 
Avg utilization = 85.75 %
