TT	PID	AT	CT	IO_D	WT	RT	TRT
27918	3139	27840	66	0	12	6	78
27957	2775	24133	89	0	3735	112	3824
27957	3141	27850	61	0	46	46	107
27962	1806	13999	116	0	13847	78	13963
27964	546	532	41	0	27391	73	27432
27980	3134	27778	51	0	151	145	202
28007	3015	26366	55	0	1586	526	1641
28008	2933	25680	12	0	2316	133	2328
28042	2077	16708	113	0	11221	1066	11334
28056	3138	27836	64	0	156	144	220
28079	2905	25468	67	0	2544	627	2611
28106	2828	24700	58	0	3348	867	3406
28119	2546	21562	87	0	6470	60	6557
28125	3121	27645	7	0	473	393	480
28169	646	1463	165	0	26541	1044	26706
28172	3077	27123	68	0	981	311	1049
28174	3155	28106	54	0	14	8	68
28176	3104	27356	58	0	762	259	820
28196	2422	20318	100	0	7778	146	7878
28196	3137	27832	20	0	344	344	364
28221	3161	28177	37	0	7	1	44
28224	2386	19908	110	0	8206	346	8316
28227	3054	26890	59	0	1278	173	1337
28233	3149	27936	5	0	292	151	297
28247	3167	28241	6	0	0	0	6
28254	3125	27701	59	0	494	287	553
28255	3094	27290	2	0	963	660	965
28269	3088	27241	9	0	1019	827	1028
28279	1953	15337	125	0	12817	235	12942
28299	971	5110	141	0	23048	149	23189
28299	3160	28176	59	0	64	58	123
28307	3170	28261	8	0	38	38	46
28313	3165	28202	35	0	76	76	111
28314	3171	28293	20	0	1	1	21
28314	3168	28245	66	0	3	3	69
28333	3153	28050	27	0	256	45	283
28363	3176	28337	25	0	1	1	26
28364	1996	15651	119	0	12594	287	12713
28373	2150	17541	107	0	10725	1283	10832
28376	3118	27526	65	0	785	564	850
28377	3180	28363	13	0	1	1	14
28388	3181	28373	10	0	5	5	15
28392	3150	27961	60	0	371	183	431
28413	3145	27896	16	0	501	222	517
28435	2869	25057	29	0	3349	101	3378
28443	1683	12810	125	0	15508	578	15633
28444	1301	8672	109	0	19663	648	19772
28447	1329	8946	53	0	19448	68	19501
28449	2508	21159	9	0	7281	212	7290
28451	1791	13894	26	0	14531	85	14557
28453	3162	28185	71	0	197	191	268
28456	3185	28385	61	0	10	4	71
28456	734	2502	46	0	25908	220	25954
28460	864	4066	47	0	24347	1785	24394
28469	819	3465	36	0	24968	2142	25004
28480	1003	5492	49	0	22939	3029	22988
28487	3187	28401	39	0	47	41	86
28496	442	1535	284	5	26677	1258	26961
28507	2403	20118	62	0	8327	416	8389
28516	1702	13029	85	0	15402	274	15487
28518	2587	21915	97	0	6506	432	6603
28557	3053	26880	58	0	1619	154	1677
28561	2455	20664	23	0	7874	130	7897
28563	1075	6296	21	0	22246	267	22267
28563	3166	28215	13	0	335	190	348
28580	3093	27289	47	0	1244	221	1291
28585	3076	27121	14	0	1450	771	1464
28598	662	1666	136	0	26796	877	26932
28606	3195	28503	65	0	38	26	103
28638	3190	28425	33	0	180	96	213
28644	3210	28642	2	0	0	0	2
28654	3033	26600	72	0	1982	168	2054
28664	3206	28614	36	0	14	14	50
28675	2023	15940	108	0	12627	677	12735
28676	3186	28397	39	0	240	119	279
28702	3196	28515	49	0	138	65	187
28706	3184	28383	30	0	293	293	323
28707	3183	28379	2	0	326	139	328
28715	2980	26051	21	0	2643	738	2664
28728	1772	13701	118	0	14909	421	15027
28738	3182	28379	31	0	328	328	359
28739	1848	14380	101	0	14258	89	14359
28745	2881	25196	40	0	3509	906	3549
28754	2863	24972	33	0	3749	284	3782
28761	3177	28339	23	0	399	399	422
28774	2492	21001	73	0	7700	150	7773
28790	2838	24776	67	0	3947	196	4014
28799	2825	24668	19	0	4112	188	4131
28800	2791	24345	26	0	4429	78	4455
28805	2566	21681	80	0	7044	218	7124
28812	3169	28251	52	0	509	230	561
28814	3126	27712	7	0	1095	297	1102
28825	2671	22888	36	0	5901	1025	5937
28826	2653	22669	14	0	6143	66	6157
28849	3219	28833	4	0	12	12	16
28856	3122	27666	44	0	1146	757	1190
28860	3087	27237	6	0	1617	109	1623
28871	2402	20118	85	0	8668	94	8753
28874	2650	22647	70	0	6157	323	6227
28875	2639	22500	2	0	6373	257	6375
28902	2600	22038	67	0	6797	586	6864
28909	3080	27168	51	0	1690	948	1741
28914	2549	21573	33	0	7308	2176	7341
28914	3039	26682	10	0	2222	397	2232
28922	3032	26574	19	0	2329	508	2348
28931	3020	26402	18	0	2511	90	2529
28938	3202	28567	68	0	303	88	371
28967	2541	21499	75	0	7393	609	7468
28969	2501	21103	28	0	7838	1513	7866
28971	3222	28910	55	0	6	0	61
28990	3003	26312	61	0	2617	1193	2678
29000	3214	28692	11	0	297	110	308
29005	1595	11701	139	0	17165	160	17304
29011	2497	21077	81	0	7853	104	7934
29019	3197	28523	20	0	476	59	496
29023	3225	28972	51	0	0	0	51
29046	3228	28982	63	0	1	1	64
29050	565	700	170	0	28180	266	28350
29052	1269	8401	29	0	20622	910	20651
29076	2717	23423	2	0	5651	458	5653
29078	2709	23374	7	0	5697	766	5704
29078	3193	28479	55	0	544	119	599
29082	2482	20920	104	0	8058	505	8162
29083	2708	23368	32	0	5683	137	5715
29093	2915	25558	40	0	3495	44	3535
29098	1983	15562	29	0	13507	822	13536
29098	3132	27746	55	0	1297	623	1352
29099	3038	26678	10	0	2411	218	2421
29104	552	581	90	0	28433	242	28523
29113	3158	28137	30	0	946	54	976
29116	3000	26278	37	0	2801	83	2838
29120	2632	22445	30	0	6645	140	6675
29126	2548	21572	5	0	7549	387	7554
29168	2931	25672	61	0	3435	180	3496
29169	2510	21188	101	0	7880	95	7981
29172	3208	28620	6	0	546	163	552
29180	3175	28307	8	0	865	865	873
29184	2124	17338	95	0	11751	281	11846
29186	3235	29028	67	0	91	85	158
29196	3148	27934	19	0	1243	117	1262
29197	2312	19234	52	0	9911	2178	9963
29202	3128	27717	13	0	1472	278	1485
29213	3242	29196	11	0	6	6	17
29213	1408	9682	47	0	19484	1390	19531
29219	3241	29192	26	0	1	1	27
29239	3142	27854	59	0	1326	110	1385
29247	1923	15069	119	0	14059	463	14178
29257	3240	29174	18	0	65	65	83
29259	3030	26554	64	0	2641	108	2705
29261	2973	25979	7	0	3275	484	3282
29269	3239	29157	12	0	100	100	112
29280	1740	13348	91	0	15841	484	15932
29312	2376	19820	99	0	9393	3457	9492
29326	3234	29028	51	0	247	241	298
29330	2924	25637	68	0	3625	898	3693
29335	3245	29203	5	0	127	127	132
29348	1558	11272	130	0	17946	2107	18076
29349	3216	28760	15	0	574	505	589
29355	2916	25561	56	0	3738	476	3794
29357	3204	28611	7	0	739	739	746
29364	3250	29301	58	0	5	5	63
29366	3247	29292	68	0	6	0	74
29407	3154	28066	67	0	1274	179	1341
29407	3236	29088	52	0	267	267	319
29410	3232	29004	4	0	402	85	406
29412	1181	7427	129	0	21856	603	21985
29417	3254	29410	6	0	1	1	7
29417	3071	27081	8	0	2328	429	2336
29431	3130	27718	38	0	1675	270	1713
29451	3069	27069	31	0	2351	60	2382
29452	2992	26213	18	0	3221	241	3239
29460	1813	14068	62	0	15330	1498	15392
29460	2981	26059	27	0	3374	697	3401
29462	1155	7187	23	0	22252	1537	22275
29464	1793	13904	11	0	15549	234	15560
29466	3256	29436	29	0	1	1	30
29466	1152	7125	73	0	22268	119	22341
29482	814	3407	146	0	25929	610	26075
29497	2907	25471	76	0	3950	1343	4026
29508	2820	24652	34	0	4822	403	4856
29514	2896	25314	55	0	4145	315	4200
29527	3263	29517	9	0	1	1	10
29545	2701	23246	67	0	6232	2609	6299
29558	2683	22971	96	0	6491	2734	6587
29566	2649	22643	73	0	6850	306	6923
29572	3255	29425	52	0	95	89	147
29598	3221	28876	3	0	719	68	722
29612	2540	21497	76	0	8039	300	8115
29615	2474	20816	22	0	8777	2026	8799
29636	2370	19803	111	0	9722	105	9833
29637	3203	28597	42	0	998	158	1040
29640	3269	29609	30	0	1	1	31
29641	1944	15269	29	0	14343	66	14372
29644	2447	20570	29	0	9045	2117	9074
29658	3268	29604	36	0	18	18	54
29667	2423	20330	90	0	9247	589	9337
29673	3275	29665	2	0	6	6	8
29683	3266	29590	46	0	47	47	93
29699	3123	27682	52	0	1965	96	2017
29700	2506	21139	12	0	8549	499	8561
29704	3276	29690	13	0	1	1	14
29705	2385	19877	45	0	9783	305	9828
29716	721	2424	148	0	27144	1049	27292
29731	1627	12070	108	0	17553	425	17661
29739	3191	28428	58	0	1253	161	1311
29768	3277	29702	43	0	23	17	66
29777	2785	24279	70	0	5428	926	5498
29781	3262	29513	5	0	263	152	268
29782	2095	17015	81	0	12686	791	12767
29785	3152	28020	49	0	1716	77	1765
29790	3067	26977	13	0	2800	1914	2813
29799	3279	29715	62	0	22	16	84
29806	3260	29495	22	0	289	236	311
29816	3259	29448	11	0	357	103	368
29822	3218	28817	14	0	991	335	1005
29823	2897	25317	56	0	4450	124	4506
29824	2689	23073	4	0	6747	810	6751
29853	2417	20254	109	0	9490	274	9599
29857	2641	22524	58	0	7275	488	7333
29860	1847	14364	18	0	15478	1284	15496
29864	1837	14304	29	0	15531	717	15560
29887	3151	27996	69	0	1822	837	1891
29904	2602	22044	75	0	7785	289	7860
29905	3099	27322	36	0	2547	706	2583
29925	3073	27097	69	0	2759	648	2828
29948	3035	26630	59	0	3259	96	3318
29952	2539	21491	90	0	8371	125	8461
29953	3261	29503	12	0	438	55	450
29954	2724	23492	22	0	6440	1156	6462
29976	2711	23394	37	0	6545	516	6582
29988	1849	14402	118	0	15468	321	15586
29991	3296	29956	34	0	1	1	35
30011	3009	26342	69	0	3600	112	3669
30014	3295	29927	29	0	58	58	87
30044	2151	17548	62	0	12434	274	12496
30060	3299	29998	50	0	12	0	62
30061	1031	5749	130	0	24182	852	24312
30064	3291	29855	44	0	165	159	209
30094	3281	29717	34	0	343	343	377
30109	3213	28683	18	0	1408	183	1426
30129	2657	22705	76	0	7348	1042	7424
30131	3192	28438	38	0	1655	311	1693
30137	1723	13191	78	0	16868	430	16946
30140	1388	9434	119	0	20587	1072	20706
30142	2414	20241	10	0	9891	80	9901
30146	1945	15281	3	0	14862	214	14865
30148	1566	11379	4	0	18765	1510	18769
30149	3072	27095	36	0	3018	325	3054
30150	1479	10507	50	0	19593	331	19643
30150	2972	25967	13	0	4170	54	4183
30151	2654	22687	60	0	7404	298	7464
30171	2903	25446	51	0	4674	227	4725
30172	2885	25226	4	0	4942	270	4946
30207	2674	22901	75	0	7231	951	7306
30213	1998	15655	104	0	14454	297	14558
30239	2857	24918	77	0	5244	553	5321
30240	2840	24786	4	0	5450	296	5454
30272	1390	9436	104	0	20732	343	20836
30296	2830	24744	78	0	5474	285	5552
30321	3292	29863	11	0	447	130	458
30323	873	4202	103	0	26018	779	26121
30362	3220	28875	58	0	1429	183	1487
30370	2982	26065	64	0	4241	374	4305
30407	3120	27614	78	0	2715	125	2793
30414	2611	22162	78	0	8174	1095	8252
30418	3309	30360	11	0	47	47	58
30448	3285	29747	30	0	671	671	701
30458	2786	24292	61	0	6105	673	6166
30474	3205	28613	37	0	1824	142	1861
30489	2553	21597	81	0	8811	693	8892
30502	683	2069	119	0	28314	466	28433
30506	3144	27894	38	0	2574	855	2612
30507	3078	27156	8	0	3343	278	3351
30510	2967	25927	57	0	4526	154	4583
30511	2745	23757	8	0	6746	249	6754
30524	2297	19106	94	0	11324	236	11418
30527	3313	30502	25	0	0	0	25
30560	3307	30273	59	0	228	82	287
30570	3314	30511	58	0	1	1	59
30573	1922	15067	81	0	15425	472	15506
30577	2181	17857	78	0	12642	1226	12720
30580	2732	23628	67	0	6885	189	6952
30606	3321	30602	3	0	1	1	4
30608	3303	30115	28	0	465	465	493
30610	2055	16306	90	0	14214	1903	14304
30613	2781	24216	33	0	6364	2692	6397
30629	3294	29897	57	0	675	664	732
30636	3289	29838	28	0	770	770	798
30659	3287	29812	24	0	823	60	847
30661	3317	30534	4	0	123	123	127
30675	3280	29715	21	0	939	324	960
30680	3253	29381	34	0	1265	362	1299
30692	3278	29707	21	0	964	234	985
30696	2337	19539	110	0	11047	409	11157
30705	3062	26963	43	0	3699	70	3742
30706	2965	25909	8	0	4789	517	4797
30714	3323	30686	10	0	18	18	28
30734	2947	25769	52	0	4913	104	4965
30738	3265	29562	49	0	1127	227	1176
30756	2514	21239	27	0	9490	653	9517
30759	1871	14632	83	0	16044	3786	16127
30775	2507	21151	40	0	9584	93	9624
30781	3248	29297	38	0	1446	266	1484
30789	3329	30761	28	0	0	0	28
30821	3331	30778	7	0	36	36	43
30821	591	989	158	0	29674	54	29832
30824	2453	20640	93	0	10091	64	10184
30828	3312	30434	33	0	361	355	394
30874	3333	30823	46	0	5	5	51
30879	1822	14148	117	0	16614	617	16731
30879	2317	19350	73	0	11456	928	11529
30880	2195	18044	22	0	12814	225	12836
30892	2194	18044	45	0	12803	54	12848
30893	2123	17308	20	0	13565	284	13585
30894	2118	17249	7	0	13638	875	13645
30898	3332	30810	24	0	64	64	88
30930	2117	17247	60	0	13623	252	13683
30937	2512	21195	77	0	9665	299	9742
30954	3308	30283	58	0	613	142	671
30978	3311	30393	25	0	560	421	585
30979	3290	29838	2	0	1139	278	1141
30984	3340	30919	47	0	18	18	65
30992	2254	18487	95	0	12410	505	12505
31012	3233	29004	46	0	1962	168	2008
31014	2197	18052	55	0	12907	54	12962
31026	3135	27780	52	0	3194	827	3246
31030	3274	29629	26	0	1375	370	1401
31031	2235	18352	47	0	12632	610	12679
31059	630	1369	141	0	29549	1152	29690
31067	2438	20498	81	0	10488	1106	10569
31076	3082	27172	67	0	3837	192	3904
31078	3347	31003	2	0	73	73	75
31082	3343	30939	5	0	138	50	143
31100	3342	30930	19	0	151	103	170
31109	3341	30921	9	0	179	179	188
31121	2527	21387	44	0	9690	1553	9734
31122	1797	13918	62	0	17142	1995	17204
31122	2391	19981	22	0	11119	70	11141
31123	2362	19675	21	0	11427	659	11448
31124	2342	19573	9	0	11542	811	11551
31125	2154	17569	39	0	13517	602	13556
31126	1956	15352	12	0	15762	69	15774
31127	1929	15111	18	0	15998	400	16016
31128	1924	15081	9	0	16038	444	16047
31129	1894	14787	30	0	16312	775	16342
31130	1864	14565	41	0	16524	533	16565
31131	1766	13672	123	0	17336	25	17459
31132	1861	14495	103	0	16534	950	16637
31132	1672	12655	10	0	18467	120	18477
31132	3337	30882	25	0	225	59	250
31134	1668	12562	79	0	18493	59	18572
31135	3326	30722	5	0	408	127	413
31139	2435	20428	45	0	10666	136	10711
31141	1052	6029	41	0	25071	1260	25112
31150	2303	19186	36	0	11928	492	11964
31156	1335	8972	3	0	22181	1599	22184
31156	1377	9332	76	0	21748	923	21824
31157	1359	9150	68	0	21939	435	22007
31159	886	4358	68	0	26733	1406	26801
31160	3352	31138	18	0	4	4	22
31164	3325	30710	30	0	424	309	454
31165	1869	14623	76	0	16466	56	16542
31182	1327	8925	59	0	22198	2318	22257
31184	1071	6272	127	0	24785	185	24912
31218	3324	30702	49	0	467	207	516
31235	3344	30953	10	0	272	272	282
31236	1796	13915	102	0	17219	915	17321
31260	3322	30672	32	0	556	145	588
31263	3318	30560	5	0	698	315	703
31266	3091	27270	45	0	3951	1085	3996
31268	2996	26262	33	0	4973	85	5006
31269	2608	22120	13	0	9136	707	9149
31271	3086	27230	59	0	3982	78	4041
31272	2993	26222	3	0	5047	226	5050
31273	2987	26115	14	0	5144	484	5158
31277	1267	8383	15	0	22879	133	22894
31279	3212	28667	10	0	2602	492	2612
31288	3358	31259	19	0	10	10	29
31290	2906	25470	43	0	5777	455	5820
31293	2569	21727	90	0	9476	841	9566
31295	1948	15307	19	0	15969	240	15988
31297	2437	20480	65	0	10752	326	10817
31299	2691	23131	15	0	8153	786	8168
31301	3293	29887	7	0	1407	282	1414
31304	1852	14429	78	0	16797	332	16875
31306	2318	19358	2	0	11946	108	11948
163	502	5	133	0	25	0	158
360	516	177	182	0	1	153	183
360	525	311	232	0	0	0	49
390	527	318	65	0	7	0	72
390	526	316	67	0	7	0	74
444	503	8	115	0	321	0	436
464	539	448	15	0	1	0	16
464	538	440	23	0	1	0	24
530	534	417	112	0	1	0	113
677	558	620	56	0	1	21	57
677	555	594	82	0	1	73	83
820	559	626	187	0	7	54	194
997	585	929	67	0	1	0	68
997	581	915	81	0	1	0	82
1059	594	1019	39	0	1	0	40
1059	593	1014	44	0	1	0	45
1259	606	1136	122	0	1	0	123
1259	604	1120	138	0	1	18	139
1279	602	1103	163	0	13	0	176
1354	623	1315	38	0	1	0	39
1354	620	1308	45	0	1	0	46
1372	627	1357	115	0	0	0	15
1372	625	1338	134	0	0	0	34
1377	622	1314	56	0	7	0	63
1377	621	1312	58	0	7	0	65
1392	553	587	8	0	797	128	805
1480	641	1415	64	0	1	0	65
1480	638	1405	68	0	7	0	75
1480	637	1401	72	0	7	0	79
1842	658	1595	228	0	19	0	247
1888	530	373	74	0	1441	369	1515
1897	666	1686	210	0	1	0	211
1897	665	1684	212	0	1	192	213
1941	537	435	117	0	1389	414	1506
1941	524	298	125	0	1518	89	1643
1973	669	1771	207	0	0	0	202
1973	668	1769	208	0	0	0	204
29350	500	1726	210	25	27414	32	27624
2320	703	2264	55	0	1	0	56
2366	710	2338	27	0	1	0	28
2366	709	2329	36	0	1	0	37
2406	717	2392	13	0	1	0	14
2476	519	227	122	0	2127	140	2249
2476	518	218	125	0	2133	157	2258
2624	586	932	268	0	1424	132	1692
2643	533	413	26	0	2204	0	2230
2688	723	2434	247	0	7	197	254
2688	722	2432	249	0	7	0	256
2796	754	2755	40	0	1	0	41
2796	753	2754	41	0	1	0	42
2862	660	1622	5	0	1235	514	1240
2967	751	2726	222	0	19	0	241
3019	774	3012	6	0	1	0	7
3019	773	3000	18	0	1	0	19
3081	635	1393	112	0	1576	1670	1688
3192	788	3137	48	0	7	0	55
3192	787	3126	59	0	7	0	66
3202	510	141	280	0	2781	405	3061
3257	799	3232	24	0	1	0	25
3257	797	3230	26	0	1	0	27
3285	802	3275	9	0	1	0	10
3285	801	3272	12	0	1	0	13
3314	783	3106	201	0	7	0	208
3349	807	3329	19	0	1	0	20
3349	805	3320	28	0	1	0	29
3428	744	2637	274	0	517	113	791
3442	817	3432	9	0	1	0	10
3442	816	3419	22	0	1	0	23
3445	800	3244	38	0	163	0	201
3513	813	3401	111	0	1	0	112
3513	812	3395	117	0	1	0	118
3668	821	3479	137	0	52	0	189
3871	841	3622	242	0	7	0	249
3871	840	3621	243	0	7	10	250
3978	848	3824	153	0	1	0	154
3978	847	3815	162	0	1	0	163
4017	810	3357	286	0	374	0	660
4292	870	4155	130	0	7	21	137
4292	867	4137	148	0	7	0	155
4401	888	4369	31	0	1	0	32
4401	887	4365	35	0	1	0	36
4461	624	1334	251	0	2876	49	3127
4484	617	1298	47	0	3139	1452	3186
4595	522	263	47	0	4285	41	4332
4691	903	4450	228	0	13	0	241
4691	902	4449	229	0	13	0	242
4731	748	2699	50	0	1982	143	2032
4755	914	4488	254	0	13	0	267
4755	909	4479	263	0	13	0	276
4851	939	4801	49	0	1	0	50
4851	935	4776	74	0	1	0	75
4873	928	4677	195	0	1	0	196
4873	927	4659	207	0	7	86	214
5084	880	4315	66	0	703	0	769
5121	587	940	58	0	4123	423	4181
5228	964	5079	148	0	1	0	149
5397	978	5193	191	0	13	135	204
5408	992	5363	38	0	7	9	45
5408	990	5345	56	0	7	0	63
5610	945	4878	46	0	686	87	732
5696	1023	5614	75	0	7	0	82
5696	1025	5615	74	0	7	0	81
5706	904	4456	94	0	1156	167	1250
5751	898	4432	246	0	1073	121	1319
5827	685	2094	27	0	3706	549	3733
6096	1057	6073	22	0	1	2	23
6096	1056	6066	29	0	1	0	30
6128	1042	5888	227	0	13	0	240
6128	1041	5887	228	0	13	0	241
6137	595	1032	41	0	5064	1304	5105
6148	599	1081	23	0	5044	531	5067
6170	737	2561	42	0	3567	54	3609
6171	544	512	40	0	5619	485	5659
6355	640	1412	53	0	4890	742	4943
6355	556	599	55	0	5701	404	5756
6411	1083	6363	47	0	1	0	48
6411	1081	6359	51	0	1	0	52
6531	1094	6458	72	0	1	0	73
6531	1091	6430	100	0	1	0	101
6620	1097	6488	125	0	7	0	132
6620	1096	6473	134	0	13	0	147
6648	521	244	244	0	6160	171	6404
6648	520	243	245	0	6160	270	6405
6653	1106	6605	47	0	1	0	48
6653	1105	6604	48	0	1	0	49
6724	577	877	259	0	5588	123	5847
6855	1127	6850	4	0	1	0	5
6888	1112	6652	223	0	13	0	236
6888	1110	6627	248	0	13	0	261
7012	944	4876	141	0	1995	87	2136
7014	1070	6264	5	0	745	689	750
7014	608	1139	79	0	5796	191	5875
7169	1142	7007	149	0	13	0	162
7179	1136	6946	220	0	13	0	233
7303	580	912	199	0	6192	211	6391
7383	862	4042	224	0	3117	787	3341
7440	1178	7421	18	0	1	0	19
7440	1176	7412	27	0	1	0	28
7487	745	2654	22	0	4811	1736	4833
7517	1128	6887	240	0	390	40	630
7595	1203	7565	29	0	1	0	30
7601	1194	7497	97	0	7	0	104
7601	1192	7487	107	0	7	0	114
7633	551	567	217	0	6849	783	7066
7646	609	1157	106	0	6383	4477	6489
7735	1144	7017	71	0	647	58	718
7770	1209	7661	61	0	48	0	109
7770	769	2958	157	0	4655	81	4812
7776	1212	7672	103	0	1	0	104
7783	1149	7107	220	0	456	83	676
7983	946	4903	79	0	3001	53	3080
8025	790	3169	97	0	4759	60	4856
8027	1229	7867	153	0	7	0	160
8028	1222	7825	196	0	7	1	203
8050	969	5105	235	0	2710	155	2945
8206	770	2981	48	0	5177	1085	5225
8241	1255	8235	5	0	1	0	6
8241	1253	8229	11	0	1	0	12
8420	1257	8249	170	0	1	0	171
8488	1281	8485	2	0	1	0	3
8488	1277	8470	17	0	1	0	18
8493	659	1612	13	0	6868	1115	6881
8526	1242	8116	44	0	366	0	410
8554	707	2319	193	0	6042	70	6235
8577	1288	8560	16	0	1	0	17
8604	1293	8600	3	0	1	0	4
8604	1292	8598	5	0	1	0	6
8751	1165	7277	89	0	1385	68	1474
8757	1308	8733	11	0	13	0	24
8814	1035	5826	72	0	2916	576	2988
8823	1190	7480	2	0	1341	301	1343
8843	1198	7531	89	0	1223	0	1312
8857	1314	8763	93	0	1	0	94
8857	1313	8760	96	0	1	0	97
8885	536	425	221	0	8239	1014	8460
8910	1326	8893	16	0	1	0	17
8910	1325	8887	22	0	1	0	23
9131	1353	9125	5	0	1	0	6
9169	975	5159	62	0	3948	456	4010
9322	1033	5799	216	0	3307	358	3523
9352	1357	9143	202	0	7	0	209
9445	1309	8737	192	0	516	0	708
9483	691	2114	68	0	7301	846	7369
9513	896	4410	42	0	5061	594	5103
9513	567	721	52	0	8740	376	8792
9547	1393	9479	67	0	1	0	68
9547	1392	9473	73	0	1	0	74
9659	930	4740	208	0	4711	2117	4919
9710	1407	9668	35	0	7	0	42
9710	1406	9667	36	0	7	0	43
9712	965	5084	232	0	4396	179	4628
9743	1400	9595	135	0	13	0	148
9790	1168	7317	144	0	2329	793	2473
9846	1214	7718	183	0	1945	417	2128
10042	1433	9911	124	0	7	0	131
10083	572	844	244	0	8995	62	9239
10114	588	962	30	0	9122	423	9152
10114	584	922	31	0	9161	342	9192
10154	1130	6899	206	0	3049	72	3255
10157	1342	9030	223	0	904	51	1127
10210	1452	10151	58	0	1	0	59
10210	1449	10147	62	0	1	0	63
10211	1450	10148	62	0	1	0	63
10324	727	2449	45	0	7830	96	7875
10391	696	2203	57	0	8131	634	8188
10394	884	4351	17	0	6026	517	6043
10395	1205	7608	139	0	2648	173	2787
10457	1470	10356	100	0	1	0	101
10457	1468	10342	114	0	1	0	115
10461	1473	10408	52	0	1	0	53
10461	1472	10401	59	0	1	0	60
10477	1157	7210	2	0	3265	677	3267
10546	891	4402	107	0	6037	360	6144
10546	784	3112	109	0	7325	1326	7434
10565	1487	10533	31	0	1	0	32
10565	1486	10532	32	0	1	0	33
10608	1243	8120	54	0	2434	2256	2488
10630	1497	10623	6	0	1	0	7
10754	1508	10725	28	0	1	0	29
10754	1507	10701	52	0	1	0	53
10810	1512	10759	50	0	1	0	51
10810	1511	10743	66	0	1	0	67
10844	853	3913	54	0	6877	558	6931
10886	1060	6115	218	0	4553	1695	4771
10886	1045	5916	219	0	4751	505	4970
10931	1526	10837	81	0	13	0	94
10931	1525	10829	89	0	13	0	102
10942	929	4694	116	0	6132	548	6248
11079	912	4484	21	0	6574	1154	6595
11196	1539	10990	193	0	13	0	206
11216	1541	11005	186	0	25	0	211
11216	1540	10998	193	0	25	64	218
11224	1544	11070	153	0	1	0	154
11228	826	3537	267	0	7424	38	7691
11271	1347	9069	190	0	2012	93	2202
11271	1189	7478	194	0	3599	1145	3793
11305	1554	11246	58	0	1	0	59
11305	1551	11234	64	0	7	0	71
11379	569	759	75	0	10545	1295	10620
11379	1373	9260	115	0	2004	311	2119
11381	677	2018	13	0	9350	2427	9363
11400	1564	11351	48	0	1	0	49
11400	1562	11329	70	0	1	0	71
11400	1560	11287	106	0	7	0	113
11400	1559	11281	112	0	7	0	119
11438	771	2988	153	0	8297	375	8450
11458	1193	7490	150	0	3818	2038	3968
11470	792	3197	38	0	8235	170	8273
11604	1502	10676	54	0	874	0	928
11604	940	4821	66	0	6717	48	6783
11615	1368	9217	203	0	2195	361	2398
11615	954	4987	219	0	6409	739	6628
11620	868	4140	196	0	7284	754	7480
11640	1589	11626	13	0	1	0	14
11640	1588	11625	14	0	1	0	15
11654	1119	6726	212	0	4716	128	4928
11654	876	4243	216	0	7195	1656	7411
11754	570	760	209	0	10785	138	10994
11771	1232	7951	16	0	3804	42	3820
11771	680	2057	30	0	9684	403	9714
11827	1600	11731	89	0	7	0	96
11827	1599	11730	90	0	7	0	97
11928	1360	9158	216	0	2554	69	2770
11928	729	2462	226	0	9240	436	9466
12005	872	4187	58	0	7760	1071	7818
12007	1612	11918	88	0	1	0	89
12007	1611	11914	92	0	1	0	93
12256	1629	12088	161	0	7	0	168
12264	1396	9562	69	0	2633	58	2702
12278	1123	6812	216	0	5250	435	5466
12305	756	2799	36	0	9470	93	9506
12325	1636	12127	179	0	19	0	198
12330	1645	12311	18	0	1	0	19
12411	1644	12310	100	0	1	0	101
12411	1643	12309	101	0	1	0	102
12478	649	1497	213	0	10768	483	10981
12487	1649	12377	109	0	1	0	110
12487	1647	12366	120	0	1	0	121
12703	1170	7335	216	0	5152	149	5368
12703	947	4905	223	0	7575	105	7798
12730	1028	5642	29	0	7059	348	7088
12822	564	691	140	0	11991	664	12131
12864	983	5272	48	0	7544	319	7592
12873	1650	12396	171	0	306	210	477
12873	1372	9244	182	0	3447	85	3629
12890	1571	11493	133	0	1264	365	1397
12899	1690	12833	59	0	7	0	66
12899	1688	12826	60	0	13	0	73
12956	1697	12925	30	0	1	0	31
12996	1686	12820	175	0	1	0	176
13060	1355	9134	160	0	3766	81	3926
13109	1706	13044	64	0	1	0	65
13123	1663	12517	47	0	559	0	606
13191	941	4858	32	0	8301	138	8333
13191	633	1391	110	0	11690	112	11800
13250	1679	12761	222	0	267	0	489
13260	1720	13165	94	0	1	0	95
13260	1719	13163	96	0	1	0	97
13278	1726	13198	67	0	13	0	80
13278	1725	13196	69	0	13	0	82
13455	1739	13336	112	0	7	0	119
13455	1734	13298	150	0	7	77	157
13515	1742	13363	145	0	7	0	152
13644	1461	10247	205	0	3192	530	3397
13700	1447	10130	194	0	3376	764	3570
13740	1693	12891	31	0	818	837	849
13846	1777	13726	107	0	13	0	120
13846	1776	13722	111	0	13	0	124
13884	1356	9136	170	0	4578	310	4748
13888	982	5253	201	0	8434	494	8635
13902	1790	13886	15	0	1	0	16
13909	1789	13886	22	0	1	0	23
13909	1786	13874	34	0	1	0	35
14025	779	3079	35	0	10911	944	10946
29350	500	1726	210	25	27414	32	27624
14134	1804	13979	148	0	7	0	155
14134	1802	13976	151	0	7	0	158
14255	1819	14124	124	0	7	87	131
14255	1818	14120	128	0	7	0	135
