TT	PID	AT	CT	IO_D	WT	RT	TRT
20182	1877	20019	88	0	75	75	163
20203	1879	20066	131	0	6	0	137
20207	1878	20050	142	0	15	6	157
20223	1874	19959	41	0	223	223	264
20243	801	6273	195	0	13775	111	13970
20257	1841	19471	94	0	692	82	786
20269	1864	19886	134	0	249	246	383
20307	1873	19958	81	0	268	265	349
20337	1849	19670	31	0	636	132	667
20362	1859	19796	102	0	464	461	566
20394	1891	20278	116	0	0	0	116
20401	1886	20190	126	0	85	82	211
20416	284	508	228	0	19680	525	19908
20423	1846	19606	81	0	736	182	817
20497	1883	20126	133	0	238	74	371
20504	1901	20458	45	0	1	1	46
20524	1892	20279	114	0	131	125	245
20562	1863	19875	131	0	556	371	687
20584	1290	12275	167	0	8142	469	8309
20635	1896	20300	133	0	202	84	335
20641	1890	20248	120	0	273	68	393
20686	1866	19892	127	0	667	69	794
20738	1870	19931	98	0	709	357	807
20754	1799	18792	174	0	1788	333	1962
20759	1917	20670	88	0	1	1	89
20760	1897	20308	127	0	325	86	452
20762	1916	20652	105	0	5	2	110
20772	1915	20625	64	0	83	77	147
20821	1894	20286	62	0	473	156	535
20830	1908	20529	41	0	260	80	301
20891	1911	20565	141	0	185	173	326
20924	1930	20849	33	0	42	42	75
20926	264	299	230	0	20397	82	20627
20940	1920	20676	104	0	160	154	264
20953	1888	20242	130	0	581	154	711
20987	1040	9238	88	0	11661	38	11749
20989	1929	20836	46	0	107	104	153
21010	1932	20860	145	0	5	2	150
21029	1938	20942	76	0	11	11	87
21076	1609	16266	102	0	4708	594	4810
21104	1848	19666	29	0	1409	1352	1438
21105	1006	8862	204	0	12039	52	12243
21112	1927	20826	122	0	164	161	286
21132	1931	20852	21	0	259	210	280
21139	1937	20905	104	0	130	124	234
21144	1913	20609	13	0	522	289	535
21207	1946	21076	129	0	2	2	131
21228	1912	20596	84	0	548	98	632
21246	1907	20521	19	0	706	74	725
21250	1944	21048	143	0	59	56	202
21280	827	6707	194	0	14379	1337	14573
21295	1895	20292	46	0	957	954	1003
21307	1956	21238	69	0	0	0	69
21318	1935	20902	107	0	309	306	416
21362	1889	20244	62	0	1056	345	1118
21377	1964	21316	56	0	5	2	61
21383	1945	21049	134	0	200	55	334
21401	1967	21395	5	0	1	1	6
21440	1372	13272	180	0	7988	203	8168
21461	1962	21286	90	0	85	76	175
21485	1968	21396	80	0	9	6	89
21508	1909	20534	122	0	852	849	974
21514	1950	21147	132	0	235	54	367
21537	1975	21500	32	0	5	5	37
21576	947	8174	170	0	13232	115	13402
21582	1961	21262	68	0	252	246	320
21605	1970	21407	120	0	78	78	198
21660	1940	21002	52	0	606	603	658
21661	1952	21186	141	0	334	328	475
21703	1974	21476	115	0	112	106	227
21739	552	3512	197	0	18030	30	18227
21793	1966	21382	128	0	283	152	411
21798	1972	21416	134	0	248	245	382
21845	1948	21092	144	0	609	46	753
21866	1986	21714	142	0	10	1	152
21898	1990	21752	94	0	52	46	146
21900	1032	9102	194	0	12604	820	12798
21921	1982	21610	122	0	189	183	311
21954	2004	21910	27	0	17	11	44
21965	2008	21944	20	0	1	1	21
21965	2005	21922	43	0	0	0	43
21969	1981	21608	118	0	243	237	361
21984	1980	21606	87	0	291	72	378
22059	397	1967	195	0	19897	194	20092
22070	1996	21807	105	0	158	158	263
22108	2010	21986	116	0	6	0	122
22117	1992	21784	142	0	191	185	333
22125	1951	21182	132	0	811	802	943
22156	2020	22106	47	0	3	3	50
22167	2024	22153	13	0	1	1	14
22195	2006	21928	119	0	148	142	267
22218	934	8013	206	0	13999	25	14205
22225	1998	21848	86	0	291	144	377
22255	1999	21850	132	0	273	267	405
22332	2011	22010	132	0	190	83	322
22372	1926	20803	144	0	1425	64	1569
22375	2001	21888	121	0	366	259	487
22394	681	5069	186	0	17139	306	17325
22412	2015	22048	37	0	327	324	364
22470	1973	21465	97	0	908	459	1005
22476	1191	11040	162	0	11274	649	11436
22524	1963	21306	44	0	1174	422	1218
22531	2034	22356	61	0	114	114	175
22550	2014	22038	131	0	381	56	512
22551	2042	22490	20	0	41	41	61
22552	655	4792	187	0	17573	245	17760
22565	2031	22331	16	0	218	69	234
22619	2019	22086	69	0	464	157	533
22633	2044	22533	99	0	1	1	100
22651	2032	22346	114	0	191	185	305
22658	2026	22213	93	0	352	352	445
22666	1959	21249	57	0	1360	67	1417
22719	434	2251	217	0	20251	49	20468
22732	2000	21876	68	0	788	228	856
22735	2029	22271	74	0	390	387	464
22741	2049	22643	6	0	92	92	98
22749	2038	22432	100	0	217	68	317
22799	2035	22358	46	0	395	136	441
22840	2046	22542	96	0	202	199	298
22856	1953	21212	117	0	1527	594	1644
22881	711	5353	198	0	17330	203	17528
22886	2059	22834	27	0	25	25	52
22911	2052	22681	25	0	205	205	230
22947	2050	22650	143	0	154	80	297
22962	1781	18641	141	0	4180	434	4321
23015	2056	22782	68	0	165	165	233
23016	2043	22527	107	0	382	147	489
23032	2054	22724	17	0	291	291	308
23042	505	3062	214	0	19766	524	19980
23043	2021	22108	27	0	908	908	935
23069	2064	22951	115	0	3	0	118
23071	2063	22929	103	0	39	33	142
23083	2018	22082	39	0	962	63	1001
23152	1993	21796	129	0	1227	334	1356
23174	2068	23028	136	0	10	1	146
23179	2003	21891	112	0	1176	941	1288
23211	464	2615	203	0	20393	79	20596
23221	2051	22678	42	0	501	501	543
23273	2058	22822	119	0	332	58	451
23312	2062	22922	138	0	252	252	390
23313	2080	23242	67	0	4	1	71
23343	1995	21800	125	0	1418	447	1543
23351	508	3077	199	0	20075	58	20274
23384	2087	23376	2	0	6	6	8
23443	2061	22918	128	0	397	394	525
23466	2076	23203	150	0	113	110	263
23495	1183	10915	174	0	12406	143	12580
23505	2088	23378	120	0	7	1	127
23507	807	6405	178	0	16924	450	17102
23508	2083	23326	14	0	168	47	182
23527	2078	23220	19	0	288	288	307
23571	2084	23336	122	0	113	107	235
23600	2092	23427	30	0	143	33	173
23605	2073	23102	106	0	397	82	503
23633	2075	23200	25	0	408	405	433
23661	258	39	234	0	23388	6	23622
23673	1965	21350	139	0	2184	343	2323
23706	2105	23650	51	0	5	2	56
23733	2067	22990	130	0	613	610	743
23764	2036	22392	94	0	1278	106	1372
23765	2101	23601	126	0	38	32	164
23774	2102	23628	133	0	13	1	146
23814	2106	23650	81	0	83	83	164
23820	1074	9574	189	0	14057	152	14246
23859	2099	23594	45	0	220	220	265
23895	2079	23240	122	0	533	324	655
23905	2109	23747	134	0	24	18	158
23913	2096	23582	52	0	279	240	331
23920	2118	23865	54	0	1	1	55
23920	2117	23857	62	0	1	1	63
23973	1316	12542	118	0	11313	145	11431
23985	474	2730	224	0	21031	173	21255
24025	1306	12404	151	0	11470	646	11621
24028	2110	23781	120	0	127	124	247
24062	2072	23062	89	0	911	150	1000
24076	2124	23974	95	0	7	4	102
24099	2098	23585	37	0	477	477	514
24104	2122	23884	76	0	144	144	220
24119	2130	24044	75	0	0	0	75
24125	1983	21650	105	0	2370	162	2475
24140	351	1445	209	0	22486	22	22695
24198	2115	23841	85	0	272	263	357
24221	2048	22620	123	0	1478	102	1601
24246	857	7039	143	0	17064	1153	17207
24256	2114	23831	61	0	364	37	425
24262	2125	23980	16	0	266	266	282
24274	1122	10251	156	0	13867	2487	14023
24284	2113	23828	66	0	390	38	456
24368	2100	23600	114	0	654	123	768
24380	1978	21537	102	0	2741	109	2843
24384	2116	23844	126	0	414	154	540
24385	1536	15518	2	0	8865	62	8867
24423	603	4155	191	0	20077	2298	20268
24427	2146	24331	43	0	53	53	96
24449	2147	24335	81	0	33	33	114
24469	2148	24354	115	0	0	0	115
24469	2144	24291	42	0	136	136	178
24476	1514	15165	114	0	9197	791	9311
24509	2153	24417	60	0	32	32	92
24525	2152	24413	53	0	59	56	112
24562	912	7773	179	0	16610	52	16789
24572	2141	24275	94	0	203	179	297
24618	2142	24280	109	0	229	229	338
24659	2057	22810	131	0	1718	123	1849
24675	2168	24620	51	0	4	1	55
24681	2162	24548	124	0	9	3	133
24687	813	6576	165	0	17946	25	18111
24688	2093	23536	71	0	1081	32	1152
24690	2129	24032	119	0	539	255	658
24722	2156	24472	55	0	195	195	250
24753	2171	24704	38	0	11	8	49
24814	2085	23339	127	0	1348	173	1475
24829	2174	24730	91	0	8	2	99
24839	899	7566	184	0	17089	46	17273
24849	2149	24359	91	0	399	299	490
24855	2145	24308	130	0	417	414	547
24894	2188	24868	26	0	0	0	26
24924	1984	21687	121	0	3116	1821	3237
24948	2184	24823	99	0	26	26	125
24956	2193	24940	16	0	0	0	16
24959	2140	24234	108	0	617	538	725
24975	2199	24959	15	0	1	1	16
24975	2198	24954	18	0	3	3	21
24976	2192	24928	37	0	11	8	48
24997	1146	10518	184	0	14295	115	14479
25036	2040	22468	124	0	2444	66	2568
25063	2158	24486	27	0	550	550	577
25077	2180	24767	127	0	183	30	310
25093	2182	24785	134	0	174	174	308
25103	2161	24544	44	0	515	387	559
25124	2167	24596	31	0	497	497	528
25130	2205	25032	50	0	48	45	98
25152	783	6125	181	0	18846	21	19027
25156	2137	24168	28	0	960	318	988
25187	2207	25051	132	0	4	1	136
25208	2160	24522	107	0	579	337	686
25213	1851	19697	121	0	5395	267	5516
25227	1829	19273	32	0	5922	388	5954
25282	2172	24712	121	0	449	350	570
25284	2215	25119	76	0	89	89	165
25303	518	3229	205	0	21869	32	22074
25348	2203	25004	62	0	282	66	344
25361	1825	19241	143	0	5977	54	6120
25366	2217	25173	19	0	174	141	193
25377	2212	25092	90	0	195	85	285
25440	2183	24800	72	0	568	272	640
25446	328	1148	210	0	24088	618	24298
25448	2230	25372	71	0	5	5	76
25449	2227	25354	89	0	6	0	95
25464	2229	25364	16	0	84	84	100
25480	2224	25305	116	0	59	56	175
25545	1256	11966	149	0	13430	102	13579
25563	2204	25004	122	0	437	317	559
25595	2226	25333	125	0	137	131	262
25601	2216	25165	119	0	317	227	436
25673	2177	24740	82	0	851	690	933
25682	1527	15294	144	0	10244	523	10388
25686	707	5341	196	0	20149	1104	20345
25705	2221	25235	33	0	437	357	470
25713	2218	25194	106	0	413	74	519
25717	2139	24217	19	0	1481	72	1500
25771	2138	24189	61	0	1521	68	1582
25789	2236	25628	73	0	88	85	161
25797	2239	25688	105	0	4	4	109
25824	1640	16631	161	0	9032	227	9193
25829	2053	22687	71	0	3071	127	3142
25833	2225	25327	114	0	392	271	506
25860	2186	24851	34	0	975	28	1009
25884	2248	25844	37	0	3	3	40
25887	2234	25438	98	0	351	351	449
25902	2090	23388	79	0	2435	96	2514
25927	2244	25731	65	0	131	105	196
25954	2191	24879	33	0	1042	42	1075
25960	2243	25725	71	0	164	109	235
25973	729	5501	192	0	20280	1473	20472
25979	2235	25582	77	0	320	320	397
26005	2251	25889	45	0	71	71	116
26037	2258	25935	101	0	1	1	102
26042	2143	24286	99	0	1657	200	1756
26069	2209	25068	31	0	970	181	1001
26104	2222	25243	119	0	742	736	861
26106	2112	23826	46	0	2234	38	2280
26127	531	3337	209	0	22581	68	22790
26141	2245	25796	133	0	212	209	345
26155	2262	25970	51	0	134	134	185
26231	2266	26048	113	0	70	70	183
26233	2253	25909	89	0	235	232	324
26234	2271	26120	107	0	7	1	114
26267	838	6799	188	0	19280	142	19468
26271	2185	24849	119	0	1303	26	1422
26320	2276	26182	89	0	49	49	138
26343	2269	26096	20	0	227	224	247
26370	2267	26088	129	0	153	74	282
26407	2274	26142	136	0	129	129	265
26414	400	1985	193	0	24236	30	24429
26433	2285	26425	7	0	1	1	8
26448	2282	26337	96	0	15	6	111
26466	2123	23974	29	0	2463	194	2492
26481	2280	26285	106	0	90	87	196
26486	1936	20904	35	0	5547	636	5582
26496	2273	26138	89	0	269	269	358
26531	1793	18713	155	0	7663	135	7818
26561	2272	26130	62	0	369	366	431
26605	1922	20774	136	0	5695	214	5831
26618	2270	26112	11	0	495	68	506
26621	2281	26293	129	0	199	190	328
26633	2237	25639	70	0	924	487	994
26646	829	6735	160	0	19751	56	19911
26700	1055	9378	97	0	17225	232	17322
26732	2256	25920	112	0	700	606	812
26742	2261	25967	109	0	666	71	775
26757	2290	26642	54	0	61	58	115
26764	2277	26255	8	0	501	381	509
26778	1487	14982	86	0	11710	241	11796
26794	1401	13665	169	0	12960	135	13129
26817	2287	26486	69	0	262	256	331
26869	2268	26088	103	0	678	352	781
26889	2055	22764	80	0	4045	255	4125
26892	1560	15825	145	0	10922	134	11067
26919	2298	26878	30	0	11	11	41
26930	2246	25817	127	0	986	978	1113
26945	2297	26874	26	0	45	45	71
26985	2265	26038	112	0	835	426	947
27001	2296	26860	50	0	91	85	141
27009	2293	26706	25	0	278	252	303
27019	1233	11603	161	0	15255	566	15416
27063	2255	25920	57	0	1086	169	1143
27081	325	1115	193	0	25773	373	25966
27091	1402	13671	111	0	13309	456	13420
27111	2289	26630	103	0	378	316	481
27121	2303	27040	78	0	3	0	81
27130	2214	25110	72	0	1948	87	2020
27136	2302	26970	45	0	121	121	166
27163	2294	26776	28	0	359	126	387
27178	2292	26704	15	0	459	459	474
27189	2301	26933	79	0	177	107	256
27205	2306	27069	129	0	7	1	136
27226	289	634	203	0	26389	208	26592
27271	1299	12359	112	0	14800	58	14912
27272	2223	25284	70	0	1918	240	1988
27291	2252	25898	27	0	1366	513	1393
27305	2291	26676	118	0	511	502	629
27306	2150	24367	22	0	2917	117	2939
27368	625	4386	186	0	22796	729	22982
27402	2307	27073	125	0	204	198	329
27419	2128	24002	117	0	3300	658	3417
27435	1259	11978	160	0	15297	236	15457
27441	2288	26564	11	0	866	34	877
27484	2318	27365	79	0	40	37	119
27492	2283	26375	69	0	1048	114	1117
27507	367	1626	190	0	25691	22	25881
27516	1020	8973	73	0	18470	767	18543
27522	2299	26886	104	0	532	352	636
27570	1015	8938	98	0	18534	722	18632
27591	2264	26010	104	0	1477	1474	1581
27600	2257	25927	80	0	1593	649	1673
27643	2176	24737	85	0	2821	539	2906
27647	739	5588	196	0	21863	40	22059
27671	2315	27332	64	0	275	49	339
27720	2324	27527	117	0	76	73	193
27727	2323	27515	53	0	159	156	212
27734	2320	27449	17	0	268	34	285
27743	2325	27623	98	0	22	22	120
27786	496	2972	196	0	24618	115	24814
27814	2312	27294	81	0	439	256	520
27854	2187	24853	118	0	2883	406	3001
27867	2310	27136	55	0	676	272	731
27868	1293	12307	46	0	15515	374	15561
27877	1941	21024	146	0	6707	186	6853
27892	2317	27349	26	0	517	423	543
27893	2286	26445	2	0	1446	113	1448
27908	1954	21218	149	0	6541	111	6690
27939	2304	27040	77	0	822	210	899
27940	1543	15572	3	0	12365	34	12368
27993	2300	26888	115	0	990	336	1105
27997	2247	25827	112	0	2058	75	2170
27998	1534	15472	84	0	12442	668	12526
28029	2181	24777	39	0	3213	336	3252
28033	378	1716	215	0	26102	88	26317
28084	2327	27688	92	0	304	44	396
28094	2328	27694	95	0	305	299	400
28122	2326	27632	36	0	454	294	490
28129	1105	9986	148	0	17995	158	18143
28149	2241	25714	42	0	2393	633	2435
28173	1265	12030	175	0	15968	400	16143
28173	1590	16066	76	0	12031	581	12107
28216	2334	28055	110	0	51	39	161
28222	2335	28103	73	0	46	46	119
28232	1562	15834	96	0	12302	133	12398
28235	2173	24724	11	0	3500	72	3511
28253	2134	24124	32	0	4097	464	4129
28273	2339	28118	57	0	98	98	155
28301	2331	27942	74	0	285	161	359
28307	1906	20510	143	0	7654	384	7797
28332	2338	28111	56	0	165	162	221
28332	2309	27130	76	0	1126	319	1202
28394	2337	28109	93	0	192	192	285
28402	2284	26389	78	0	1935	96	2013
28429	2343	28316	97	0	16	16	113
28439	761	5909	182	0	22348	630	22530
28483	2342	28289	78	0	116	113	194
28486	2336	28107	93	0	286	58	379
28504	2341	28228	75	0	201	201	276
28506	2340	28199	23	0	284	284	307
28520	2345	28448	34	0	38	38	72
28578	498	2981	201	0	25396	146	25597
28580	2311	27270	57	0	1253	1250	1310
28604	2179	24744	125	0	3735	256	3860
28614	1960	21254	52	0	7308	282	7360
28627	2316	27344	120	0	1163	336	1283
28651	2321	27491	25	0	1135	1031	1160
28701	2329	27820	108	0	773	70	881
28705	1812	18982	131	0	9592	169	9723
28706	657	4812	199	0	23695	37	23894
28730	2357	28642	88	0	0	0	88
28747	2295	26790	100	0	1857	178	1957
28784	2353	28572	80	0	132	129	212
28830	2330	27892	51	0	887	253	938
28835	916	7799	164	0	20872	838	21036
28836	978	8631	158	0	20047	427	20205
28841	2352	28568	52	0	221	215	273
28876	2355	28604	38	0	234	231	272
28929	2314	27323	95	0	1511	202	1606
28939	2095	23573	116	0	5250	868	5366
28971	715	5415	182	0	23374	373	23556
28972	2354	28588	48	0	336	119	384
28978	2356	28626	100	0	252	149	352
28984	2360	28701	6	0	277	277	283
28993	2133	24070	76	0	4847	39	4923
29034	2350	28530	63	0	441	247	504
29055	2344	28387	22	0	646	502	668
29058	2033	22350	89	0	6619	152	6708
29097	2351	28544	110	0	443	440	553
29103	589	4059	178	0	24866	177	25044
29111	2366	28904	51	0	156	96	207
29132	2263	25992	100	0	3040	76	3140
29165	2369	29018	65	0	82	79	147
29184	2373	29103	19	0	62	62	81
29196	1117	10142	159	0	18895	360	19054
29212	2371	29059	25	0	128	125	153
29221	2175	24736	45	0	4440	381	4485
29223	2374	29118	97	0	8	5	105
29223	2365	28861	114	0	248	24	362
29233	698	5287	190	0	23756	651	23946
29300	2349	28530	74	0	696	60	770
29322	2379	29206	110	0	6	6	116
29336	1942	21026	142	0	8168	968	8310
29339	2383	29298	40	0	1	1	41
29378	2367	28922	143	0	313	203	456
29402	2368	29000	61	0	341	202	402
29417	2381	29288	114	0	15	12	129
29441	2363	28786	122	0	533	73	655
29442	1668	16987	40	0	12415	73	12455
29459	2390	29412	45	0	2	2	47
29484	1067	9499	156	0	19829	451	19985
29514	1662	16921	107	0	12486	149	12593
29520	2396	29472	47	0	1	1	48
29524	2380	29254	116	0	154	148	270
29543	2389	29386	114	0	43	31	157
29549	2388	29384	7	0	158	76	165
29566	2394	29438	42	0	86	86	128
29574	2387	29366	5	0	203	200	208
29582	2400	29511	8	0	63	63	71
29598	2028	22239	104	0	7255	109	7359
29600	2399	29501	18	0	81	81	99
29617	846	6967	178	0	22472	41	22650
29629	2392	29418	31	0	180	180	211
29639	2364	28837	94	0	708	109	802
29645	2332	27956	20	0	1669	60	1689
29685	2403	29579	103	0	3	0	106
29692	1988	21733	123	0	7836	739	7959
29708	2378	29165	15	0	528	81	543
29740	2382	29292	103	0	345	134	448
29748	2385	29304	36	0	408	403	444
29752	572	3824	215	0	25713	78	25928
29755	1271	12058	156	0	17541	173	17697
29771	2412	29716	26	0	29	26	55
29772	2060	22912	13	0	6847	230	6860
29773	2041	22482	29	0	7262	632	7291
29777	2411	29706	20	0	51	51	71
29836	2213	25109	108	0	4619	747	4727
29863	2401	29547	87	0	229	62	316
29884	758	5818	191	0	23875	199	24066
29886	2039	22452	133	0	7301	1584	7434
29929	2416	29829	90	0	10	7	100
29948	2319	27396	26	0	2526	280	2552
29955	2410	29692	69	0	194	194	263
29958	2391	29416	97	0	445	139	542
29996	2408	29654	41	0	301	301	342
30018	1160	10673	180	0	19165	54	19345
30020	2407	29644	24	0	352	352	376
30043	2423	30000	40	0	3	0	43
30043	2417	29832	90	0	121	71	211
30046	2361	28741	86	0	1219	137	1305
30081	2313	27322	47	0	2712	1122	2759
30088	2421	29957	42	0	89	89	131
30128	2420	29926	38	0	164	52	202
30136	2333	28039	120	0	1977	355	2097
30142	658	4814	183	0	25145	37	25328
30148	2427	30025	20	0	103	103	123
30180	2347	28468	116	0	1596	156	1712
30221	2422	29976	70	0	175	172	245
30227	2434	30220	5	0	2	2	7
30229	2415	29823	93	0	313	83	406
30252	2414	29759	71	0	422	217	493
30257	2377	29163	2	0	1092	198	1094
30259	2424	30004	35	0	220	217	255
30276	768	5965	190	0	24121	195	24311
30304	2346	28450	49	0	1805	138	1854
30327	2372	29065	112	0	1150	648	1262
30360	2135	24131	110	0	6119	725	6229
30367	2436	30264	7	0	96	96	103
30378	2430	30092	71	0	215	212	286
30404	596	4121	205	0	26078	213	26283
30421	2433	30199	40	0	182	179	222
30429	2279	26277	129	0	4023	475	4152
30449	2435	30244	79	0	126	123	205
30465	2431	30142	17	0	306	149	323
30488	1687	17353	89	0	13046	153	13135
30528	1554	15773	144	0	14611	118	14755
30528	2409	29686	62	0	780	142	842
30529	1639	16630	6	0	13893	1400	13899
30537	1112	10104	161	0	20272	468	20433
30541	1089	9812	71	0	20658	658	20729
30548	2440	30510	37	0	1	1	38
30548	2439	30479	69	0	0	0	69
30552	2438	30428	22	0	102	102	124
30600	2428	30085	50	0	465	230	515
30605	1750	18115	152	0	12338	236	12490
30636	2159	24496	51	0	6089	236	6140
30650	1634	16574	155	0	13921	50	14076
30663	861	7081	192	0	23390	1292	23582
30681	2437	30365	48	0	268	36	316
30693	2077	23206	96	0	7391	768	7487
30711	2449	30671	18	0	22	22	40
30723	2419	29920	73	0	730	498	803
30730	2447	30629	20	0	81	56	101
30740	2111	23803	73	0	6864	439	6937
30748	2446	30617	19	0	112	54	131
30797	2426	30019	52	0	726	158	778
30798	645	4679	202	0	25917	839	26119
30822	2429	30090	97	0	635	153	732
30847	1801	18799	89	0	11959	786	12048
30855	1304	12397	158	0	18300	2169	18458
30864	2452	30718	10	0	136	90	146
30882	2418	29872	82	0	928	344	1010
30909	2445	30549	45	0	315	315	360
30910	2108	23710	14	0	7186	87	7200
30911	2402	29553	41	0	1317	447	1358
30918	549	3493	194	0	27231	31	27425
30957	1341	12882	154	0	17921	1155	18075
30958	1097	9854	129	0	20975	104	21104
30963	2455	30785	7	0	171	81	178
30987	2451	30711	23	0	253	71	276
30990	1987	21731	97	0	9162	315	9259
31004	2233	25414	39	0	5551	82	5590
31022	2219	25197	37	0	5788	64	5825
31045	2362	28750	96	0	2199	440	2295
31046	557	3583	199	0	27264	308	27463
31051	2254	25912	64	0	5075	554	5139
31119	2460	31010	65	0	44	41	109
31121	2030	22316	110	0	8695	606	8805
31131	1979	21586	142	0	9403	202	9545
31165	1086	9783	178	0	21204	43	21382
31172	1899	20368	69	0	10735	2418	10804
31176	2462	31092	83	0	1	1	84
31217	1903	20483	123	0	10611	51	10734
31247	1876	20017	151	0	11079	1039	11230
31259	2461	31060	83	0	116	116	199
31283	876	7269	186	0	23828	492	24014
31320	2457	30940	62	0	318	52	380
31333	2456	30938	102	0	293	215	395
31346	2220	25231	115	0	6000	1688	6115
31365	2468	31297	19	0	49	49	68
31375	2450	30679	43	0	653	58	696
31379	1688	17380	149	0	13850	158	13999
31394	2471	31368	26	0	0	0	26
31407	1898	20344	122	0	10941	470	11063
31458	2454	30743	95	0	620	59	715
31459	2465	31272	49	0	138	135	187
31477	2469	31309	99	0	69	66	168
31481	2425	30006	33	0	1442	197	1475
31501	1506	15100	161	0	16240	176	16401
31521	2406	29629	51	0	1841	188	1892
31557	2459	30944	84	0	529	233	613
31561	2370	29026	40	0	2495	706	2535
31589	2442	30517	124	0	948	32	1072
31594	2155	24466	50	0	7078	396	7128
31595	2094	23544	18	0	8033	30	8051
31596	2086	23364	23	0	8209	1003	8232
31603	1779	18607	143	0	12853	536	12996
31631	2163	24549	106	0	6976	520	7082
31632	2413	29753	9	0	1870	71	1879
31633	2164	24550	17	0	7066	111	7083
31653	2027	22219	56	0	9378	110	9434
31691	2474	31421	100	0	170	102	270
31700	1994	21798	127	0	9775	810	9902
31725	856	7022	180	0	24523	346	24703
31734	2002	21889	130	0	9715	897	9845
31737	1925	20800	69	0	10868	71	10937
31740	2071	23052	26	0	8662	148	8688
31790	2476	31625	93	0	72	66	165
31827	2479	31770	55	0	2	2	57
31827	2478	31654	83	0	90	28	173
31838	1989	21734	122	0	9982	1086	10104
31843	359	1533	191	0	30119	436	30310
31857	1427	13999	63	0	17795	241	17858
31873	2097	23582	103	0	8188	288	8291
31898	2178	24742	87	0	7069	576	7156
31918	2470	31329	56	0	533	301	589
31936	2466	31282	64	0	590	94	654
31967	1928	20834	95	0	11038	497	11133
31969	620	4352	203	0	27414	162	27617
31980	1855	19716	120	0	12144	1832	12264
31998	1887	20241	67	0	11690	472	11757
32006	2037	22404	125	0	9477	64	9602
32028	1884	20144	64	0	11820	447	11884
32056	1839	19428	111	0	12517	70	12628
32075	1824	19221	104	0	12750	752	12854
32093	2475	31529	24	0	540	228	564
32097	583	3975	226	0	27896	94	28122
32099	1731	17909	85	0	14105	128	14190
32100	1669	16989	8	0	15103	73	15111
32101	1985	21695	134	0	10272	39	10406
32159	1660	16911	95	0	15153	98	15248
32176	2157	24482	114	0	7580	643	7694
32178	1632	16572	86	0	15520	458	15606
32192	1943	21030	120	0	11042	234	11162
32214	775	6055	200	0	25959	656	26159
32233	451	2533	87	0	29613	151	29700
32238	1683	17169	111	0	14958	170	15069
32252	2484	32000	71	0	181	178	252
32259	1923	20799	68	0	11392	76	11460
32263	1885	20182	35	0	12046	619	12081
32264	1838	19422	8	0	12834	80	12842
32269	2485	32205	61	0	3	0	64
32285	1933	20866	140	0	11279	378	11419
32295	2483	31910	54	0	331	328	385
32301	1655	16767	66	0	15468	309	15534
32358	701	5317	190	0	26851	618	27041
32362	1623	16434	123	0	15805	194	15928
32363	1550	15642	21	0	16700	263	16721
32364	1486	14972	12	0	17380	185	17392
32366	1831	19331	145	0	12890	1644	13035
32376	2477	31634	10	0	732	732	742
32377	2025	22205	23	0	10149	729	10172
32395	2448	30641	104	0	1650	64	1754
32409	1910	20560	76	0	11773	859	11849
32434	1418	13912	119	0	18403	130	18522
32439	1955	21227	38	0	11174	821	11212
32472	690	5137	185	0	27150	236	27335
32474	1869	19920	135	0	12419	795	12554
32482	1835	19393	78	0	13011	80	13089
32485	1875	19961	126	0	12398	153	12524
32496	1991	21768	48	0	10680	262	10728
32497	1924	20799	8	0	11690	80	11698
32498	1836	19405	34	0	13059	101	13093
32507	1830	19293	71	0	13143	312	13214
32557	2490	32288	72	0	197	197	269
32572	1860	19804	115	0	12653	229	12768
32573	1827	19265	15	0	13293	70	13308
32574	1788	18675	8	0	13891	173	13899
32582	1778	18578	71	0	13933	57	14004
32583	1795	18737	135	0	13711	392	13846
32592	2487	32221	9	0	362	362	371
32593	626	4391	181	0	28021	818	28202
32593	1762	18236	64	0	14293	161	14357
32594	1760	18201	39	0	14354	426	14393
32595	1759	18195	3	0	14397	978	14400
32601	1828	19273	68	0	13260	68	13328
32602	1700	17599	47	0	14956	334	15003
32616	1832	19363	112	0	13141	65	13253
32676	1817	19051	118	0	13507	599	13625
32681	1747	18062	156	0	14463	76	14619
32687	1696	17476	156	0	15055	338	15211
32701	568	3806	191	0	28704	355	28895
32723	1741	18018	77	0	14628	673	14705
32743	2493	32534	57	0	152	53	209
32746	1718	17773	63	0	14910	141	14973
32753	1725	17849	135	0	14769	218	14904
32796	2497	32717	50	0	29	29	79
32814	288	630	207	0	31977	74	32184
32819	2482	31866	72	0	881	60	953
32838	2491	32469	96	0	273	96	369
32877	2494	32569	81	0	227	227	308
32879	2017	22080	109	0	10690	308	10799
32880	1712	17667	11	0	15202	928	15213
32891	980	8661	109	0	24121	677	24230
32899	1939	20982	63	0	11854	2787	11917
32944	320	1055	194	0	31695	60	31889
32968	1708	17642	140	0	15186	164	15326
32979	1742	18032	120	0	14827	559	14947
32980	1775	18469	11	0	14500	1004	14511
32981	1724	17841	16	0	15124	374	15140
32982	1713	17676	24	0	15282	73	15306
32985	1703	17617	48	0	15320	94	15368
32985	2496	32673	95	0	217	139	312
32994	1697	17542	72	0	15380	154	15452
33025	1062	9448	183	0	23394	286	23577
33043	1743	18033	121	0	14889	479	15010
33051	1643	16648	117	0	16286	345	16403
33052	1716	17733	31	0	15288	76	15319
33074	1673	17054	96	0	15924	126	16020
