TT	PID	AT	CT	IO_D	WT	RT	TRT
10167	232	785	115	5	9267	296	9382
10223	935	8038	201	0	1984	157	2185
10239	1104	9958	128	0	153	46	281
10265	186	617	196	12	9452	372	9648
10273	1113	10110	157	0	6	0	163
10289	220	746	208	0	9335	60	9543
10313	242	826	288	11	9199	176	9487
10344	217	742	214	0	9388	60	9602
10346	1128	10298	47	0	1	1	48
10367	844	6958	54	0	3355	44	3409
10441	735	5542	216	0	4683	1580	4899
10445	1100	9888	176	0	381	102	557
10477	197	653	232	11	9592	303	9824
10502	1132	10332	164	0	6	3	170
10547	1133	10336	156	0	55	46	211
10564	1138	10381	119	0	64	64	183
10564	233	790	208	18	9566	510	9774
10575	1140	10399	15	0	161	71	176
10596	1129	10302	32	0	262	262	294
10613	218	742	203	9	9668	72	9871
10652	1087	9792	203	0	657	274	860
10704	1154	10617	84	0	3	0	87
10712	1119	10188	166	0	358	62	524
10735	1141	10420	148	0	167	155	315
10763	1102	9926	63	0	774	222	837
10790	1127	10280	169	0	341	50	510
10853	751	5736	214	0	4903	42	5117
10894	1168	10756	132	0	6	0	138
10896	1162	10687	158	0	51	48	209
10944	241	822	104	8	10018	421	10122
10957	1091	9827	202	0	928	155	1130
10966	828	6719	157	0	4090	2140	4247
10974	249	838	98	27	10038	345	10136
11021	222	753	263	29	10005	288	10268
11048	1150	10573	88	0	387	384	475
11050	1182	10910	137	0	3	0	140
11061	1125	10278	199	0	584	576	783
11082	1163	10702	133	0	247	54	380
11092	1178	10846	45	0	201	44	246
11154	1171	10780	64	0	310	36	374
11155	1155	10625	133	0	397	187	530
11159	1190	11022	77	0	60	60	137
11255	1118	10152	199	0	904	219	1103
11261	1195	11092	163	0	6	3	169
11273	1169	10767	119	0	387	123	506
11274	240	820	265	10	10189	11	10454
11276	228	771	201	0	10304	222	10505
11341	1152	10591	170	0	580	100	750
11361	1181	10872	200	0	289	154	489
11401	1201	11141	119	0	141	135	260
11418	638	4623	191	0	6604	74	6795
11428	1213	11367	47	0	14	8	61
11436	1174	10804	39	0	593	290	632
11471	1208	11277	190	0	4	1	194
11476	1170	10774	46	0	656	82	702
11477	244	827	213	5	10437	66	10650
11498	230	779	296	17	10423	707	10719
11508	1207	11222	161	0	125	119	286
11552	1205	11184	48	0	320	314	368
11630	495	2970	229	0	8431	163	8660
11650	1167	10745	176	0	729	49	905
11666	1222	11471	17	0	178	118	195
11678	1206	11190	162	0	326	95	488
11719	1228	11567	144	0	8	8	152
11728	1218	11447	171	0	110	50	281
11748	1219	11449	68	0	231	50	299
11782	1214	11369	58	0	355	98	413
11804	1177	10820	138	0	846	90	984
11809	1227	11532	59	0	218	165	277
11833	1209	11286	196	0	351	346	547
11954	1223	11482	168	0	304	59	472
11959	1238	11673	147	0	139	136	286
11961	1161	10685	158	0	1118	898	1276
11969	1252	11872	10	0	87	87	97
12011	1247	11842	166	0	3	0	169
12046	612	4261	224	0	7561	304	7785
12056	1246	11822	99	0	135	132	234
12106	1242	11779	143	0	184	41	327
12185	1172	10781	174	0	1230	180	1404
12230	1240	11707	172	0	351	76	523
12250	1272	12064	135	0	51	42	186
12251	898	7556	207	0	4488	44	4695
12369	1262	12000	174	0	195	56	369
12406	1245	11813	170	0	423	417	593
12413	1083	9739	17	0	2657	41	2674
12418	1268	12044	154	0	220	143	374
12452	940	8088	197	0	4167	621	4364
12521	1295	12324	146	0	51	45	197
12537	1297	12335	110	0	92	83	202
12592	1073	9545	176	0	2871	293	3047
12606	1309	12449	153	0	4	1	157
12609	1308	12443	160	0	6	0	166
12664	636	4612	225	0	7827	34	8052
12668	1320	12629	38	0	1	1	39
12693	1311	12461	169	0	63	60	232
12709	1307	12404	161	0	144	138	305
12743	1298	12346	151	0	246	246	397
12790	1326	12681	93	0	16	13	109
12816	1321	12637	176	0	3	0	179
12830	1284	12235	137	0	458	33	595
12834	1318	12560	122	0	152	149	274
12849	1081	9722	202	0	2925	102	3127
12906	1253	11912	163	0	831	202	994
12907	1313	12467	75	0	365	111	440
12915	1317	12548	9	0	358	358	367
12940	1319	12574	103	0	263	260	366
13043	1338	12861	127	0	55	46	182
13066	1348	12968	92	0	6	0	98
13067	385	1810	231	0	11026	153	11257
13085	1303	12382	165	0	538	283	703
13103	1343	12918	163	0	22	22	185
13174	1351	12973	86	0	115	112	201
13187	1346	12942	135	0	110	101	245
13264	1294	12320	162	0	782	357	944
13265	1282	12213	2	0	1050	647	1052
13267	369	1630	240	0	11397	62	11637
13317	1370	13255	59	0	3	0	62
13326	1353	13032	136	0	158	155	294
13370	1354	13062	187	0	121	112	308
13423	1281	12209	155	0	1059	1056	1214
13447	1352	13008	119	0	320	101	439
13447	1364	13183	81	0	183	94	264
13462	1378	13344	116	0	2	2	118
13467	979	8636	196	0	4635	849	4831
13505	1381	13372	130	0	3	0	133
13510	1356	13075	63	0	372	372	435
13521	1387	13506	13	0	2	2	15
13535	1366	13217	113	0	205	100	318
13574	1373	13283	39	0	252	252	291
13586	1359	13129	71	0	386	247	457
13600	1280	12200	151	0	1249	142	1400
13624	1395	13591	33	0	0	0	33
13627	1371	13260	53	0	314	314	367
13643	1391	13551	84	0	8	2	92
13662	1270	12056	202	0	1404	153	1606
13699	1386	13412	99	0	188	188	287
13765	1367	13224	136	0	405	198	541
13785	1403	13690	89	0	6	0	95
13812	1376	13326	159	0	327	152	486
13824	1400	13645	12	0	167	167	179
13859	724	5469	216	0	8174	229	8390
13878	1404	13708	163	0	7	1	170
13881	1330	12740	176	0	965	959	1141
13935	1380	13356	105	0	474	468	579
14015	1408	13712	128	0	175	166	303
14053	1413	13818	169	0	66	63	235
14054	544	3461	209	0	10384	490	10593
14060	1412	13818	122	0	120	117	242
14080	1423	13973	103	0	4	1	107
14096	1393	13567	40	0	489	48	529
14123	1405	13708	70	0	345	345	415
14158	1390	13534	36	0	588	387	624
14175	1398	13605	77	0	493	131	570
14209	1315	12483	173	0	1553	671	1726
14231	1428	14034	22	0	175	175	197
14259	560	3602	236	0	10421	171	10657
14273	1425	13978	98	0	197	197	295
14293	1416	13888	65	0	340	64	405
14308	1288	12269	149	0	1890	370	2039
14397	1447	14358	39	0	0	0	39
14434	1107	10024	165	0	4245	22	4410
14441	1093	9830	199	0	4412	154	4611
14453	1426	13984	177	0	292	289	469
14476	1440	14244	165	0	67	64	232
14519	1347	12954	52	0	1513	184	1565
14525	1446	14344	91	0	90	90	181
14557	1448	14380	174	0	3	0	177
14627	1443	14294	168	0	165	159	333
14640	1444	14302	116	0	222	202	338
14642	1455	14506	117	0	19	13	136
14649	588	4039	214	0	10396	266	10610
14649	1438	14190	21	0	438	88	459
14736	1457	14566	160	0	10	1	170
14752	1365	13195	100	0	1457	723	1557
14773	1462	14604	165	0	4	1	169
14795	1437	14174	155	0	466	466	621
14802	1454	14500	11	0	291	51	302
14806	1456	14560	161	0	85	82	246
14825	1468	14732	19	0	74	74	93
14829	1435	14169	24	0	636	633	660
14845	712	5368	215	0	9262	52	9477
14914	1466	14660	89	0	165	165	254
14920	1467	14728	164	0	28	25	192
14927	1469	14755	164	0	8	8	172
15016	1436	14173	174	0	669	626	843
15022	1034	9179	177	0	5666	709	5843
15024	1411	13732	20	0	1272	130	1292
15026	1432	14134	104	0	788	118	892
15059	1471	14787	139	0	133	127	272
15122	1498	15058	63	0	1	1	64
15128	1279	12192	131	0	2805	499	2936
15167	1507	15118	40	0	9	6	49
15182	1385	13394	127	0	1661	312	1788
15198	1433	14136	163	0	899	390	1062
15211	648	4702	217	0	10292	31	10509
15317	1497	15050	132	0	135	132	267
15324	1302	12382	190	0	2752	287	2942
15329	1518	15220	4	0	105	105	109
15362	1225	11526	162	0	3674	597	3836
15379	1522	15258	17	0	104	104	121
15407	526	3307	213	0	11887	24	12100
15437	1524	15284	150	0	3	0	153
15441	1528	15312	122	0	7	1	129
15476	1442	14282	147	0	1047	1035	1194
15485	1516	15171	150	0	164	158	314
15539	1517	15209	154	0	176	170	330
15592	1429	14102	181	0	1309	68	1490
15607	1500	15074	123	0	410	66	533
15610	1539	15536	74	0	0	0	74
15638	1533	15432	153	0	53	44	206
15656	1529	15328	93	0	235	235	328
15664	1189	10998	88	0	4578	74	4666
15691	1521	15246	54	0	391	322	445
15751	970	8452	95	0	7204	488	7299
15777	448	2521	208	0	13048	390	13256
15780	1545	15627	143	0	10	4	153
15798	1538	15526	136	0	136	130	272
15799	1519	15221	109	0	469	77	578
15902	1551	15712	148	0	42	39	190
15926	1573	15909	8	0	9	9	17
15942	1022	8981	158	0	6803	227	6961
15961	1085	9749	179	0	6033	39	6212
15982	1552	15738	168	0	76	61	244
15986	1496	15032	43	0	911	56	954
16013	1549	15639	105	0	269	263	374
16033	1571	15905	20	0	108	108	128
16038	1572	15907	56	0	75	75	131
16057	1584	16021	33	0	3	0	36
16085	1566	15865	96	0	124	121	220
16090	1579	16007	82	0	1	1	83
16107	1580	16012	17	0	78	78	95
16158	1532	15404	182	0	572	558	754
16199	1563	15851	84	0	264	115	348
16207	1558	15811	169	0	227	92	396
16216	1592	16131	79	0	6	0	85
16242	1569	15889	146	0	207	59	353
16285	1597	16164	80	0	41	38	121
16335	437	2324	206	0	13805	47	14011
16353	1586	16031	143	0	179	176	322
16375	1606	16260	105	0	10	4	115
16414	1596	16162	172	0	80	80	252
16419	1582	16019	125	0	275	266	400
16432	1617	16357	10	0	65	62	75
16461	1613	16293	33	0	135	63	168
16462	1605	16239	110	0	113	70	223
16512	618	4306	219	0	11987	177	12206
16520	1602	16224	97	0	199	190	296
16541	1593	16133	76	0	332	329	408
16551	1624	16435	111	0	5	2	116
16557	1621	16410	140	0	7	1	147
16625	1604	16234	166	0	225	67	391
16649	1628	16500	126	0	23	20	149
16665	1261	11988	161	0	4516	162	4677
16672	1636	16614	49	0	9	3	58
16685	1600	16201	31	0	453	365	484
16693	1603	16232	127	0	334	325	461
16705	1645	16663	12	0	30	30	42
16777	1629	16516	146	0	115	109	261
16833	1619	16378	145	0	310	307	455
16840	1648	16699	137	0	4	1	141
16847	642	4661	218	0	11968	294	12186
16858	1642	16639	150	0	69	66	219
16908	1646	16675	122	0	111	102	233
17006	1637	16627	168	0	211	60	379
17024	1283	12223	177	0	4624	70	4801
17030	1618	16371	113	0	546	537	659
17033	1523	15266	191	0	1576	434	1767
17145	989	8749	157	0	8239	43	8396
17150	1661	16913	126	0	111	111	237
17154	1666	16976	112	0	66	66	178
17197	1029	9096	167	0	7934	323	8101
17202	1672	17039	48	0	115	115	163
17237	1654	16723	92	0	422	422	514
17261	1677	17107	153	0	1	1	154
17267	1676	17100	161	0	6	0	167
17306	1675	17067	150	0	89	83	239
17337	1671	17028	100	0	209	209	309
17350	1682	17161	142	0	47	41	189
17371	1576	15992	177	0	1202	504	1379
17441	1653	16715	91	0	635	635	726
17446	1658	16864	113	0	469	109	582
17460	1681	17123	149	0	188	153	337
17478	1691	17428	47	0	3	0	50
17490	1667	16984	29	0	477	438	506
17499	1633	16572	59	0	868	50	927
17520	1665	16973	30	0	517	517	547
17535	472	2718	232	0	14585	24	14817
17567	1635	16590	127	0	850	187	977
17627	1664	16961	104	0	562	559	666
17667	1630	16538	170	0	959	80	1129
17688	1698	17563	61	0	64	64	125
17690	1699	17582	23	0	85	85	108
17697	1690	17428	134	0	135	82	269
17705	1570	15903	168	0	1634	523	1802
17776	1705	17634	131	0	11	2	142
17792	1659	16877	91	0	824	92	915
17825	1692	17442	137	0	246	246	383
17866	1711	17650	87	0	129	126	216
17879	1546	15632	172	0	2075	475	2247
17907	759	5865	141	0	11901	52	12042
17927	1726	17879	45	0	3	0	48
17974	1685	17333	150	0	491	189	641
17994	1689	17383	126	0	485	157	611
18048	1644	16661	145	0	1242	328	1387
18074	790	6168	207	0	11699	525	11906
18074	1732	17909	97	0	68	65	165
18120	1727	17883	123	0	114	111	237
18122	1749	18100	2	0	20	20	22
18188	1721	17801	123	0	264	261	387
18194	1756	18175	18	0	1	1	19
18194	1754	18168	26	0	0	0	26
18209	1734	17925	91	0	193	174	284
18242	1736	17952	162	0	128	122	290
18253	1050	9342	204	0	8707	450	8911
18303	1717	17750	91	0	462	459	553
18329	1752	18131	141	0	57	57	198
18376	1751	18127	131	0	118	115	249
18418	941	8090	195	0	10133	713	10328
18419	1768	18308	43	0	68	68	111
18425	1767	18297	116	0	12	0	128
18427	1746	18054	119	0	254	78	373
18465	1765	18248	46	0	171	171	217
18478	1770	18327	140	0	11	2	151
18485	1738	17977	155	0	353	61	508
18546	1763	18237	78	0	231	228	309
18570	1774	18359	143	0	68	68	211
18577	1203	11164	23	0	7390	2540	7413
18614	321	1069	226	0	17319	213	17545
18644	1766	18257	150	0	237	228	387
18684	1783	18651	32	0	1	1	33
18693	1748	18066	140	0	487	220	627
18713	1790	18683	28	0	2	2	30
18719	1198	11112	170	0	7437	54	7607
18775	1761	18234	123	0	418	159	541
18804	974	8592	197	0	10015	758	10212
18816	1777	18535	120	0	161	158	281
18831	1589	16060	135	0	2636	123	2771
18864	1499	15060	113	0	3691	83	3804
18928	1794	18734	97	0	97	97	194
18931	1796	18751	171	0	9	0	180
18933	1776	18521	7	0	405	128	412
18945	1340	12876	161	0	5908	64	6069
18952	1789	18677	130	0	145	139	275
18971	1802	18828	132	0	11	2	143
18988	1805	18850	57	0	81	81	138
19072	1753	18154	144	0	774	205	918
19076	1806	18920	124	0	32	32	156
19088	1787	18671	12	0	405	405	417
19094	1077	9614	172	0	9308	96	9480
19110	1808	18976	134	0	0	0	134
19140	1745	18048	153	0	939	920	1092
19153	1733	17913	83	0	1157	680	1240
19180	1740	18014	98	0	1068	70	1166
19196	1816	19047	142	0	7	1	149
19227	1771	18327	91	0	809	326	900
19253	854	7017	185	0	12051	589	12236
19257	674	4976	136	0	14145	39	14281
19299	1358	13121	54	0	6124	223	6178
19310	1737	17962	138	0	1210	69	1348
19359	1822	19143	133	0	83	26	216
19407	1620	16394	163	0	2850	446	3013
19480	1815	19020	150	0	310	243	460
19480	1701	17609	163	0	1708	364	1871
19492	1819	19081	134	0	277	62	411
19493	1461	14582	5	0	4906	422	4911
19509	1826	19247	23	0	239	160	262
19575	319	1033	227	0	18315	36	18542
19610	1840	19442	124	0	44	38	168
19629	1431	14132	142	0	5355	1498	5497
19636	1782	18643	134	0	859	213	993
19672	1844	19517	36	0	119	119	155
19724	1837	19416	89	0	219	213	308
19726	1739	17992	121	0	1613	231	1734
19740	1784	18657	175	0	908	195	1083
19797	1843	19513	116	0	168	159	284
19844	1847	19638	120	0	86	86	206
19851	1420	13920	136	0	5795	39	5931
19859	1807	18928	9	0	922	543	931
19861	1852	19699	142	0	20	8	162
19893	1800	18795	46	0	1052	326	1098
19907	1305	12403	181	0	7323	141	7504
19920	1845	19577	121	0	222	61	343
19936	1842	19487	86	0	363	357	449
20012	1670	17002	125	0	2885	1158	3010
20019	1850	19695	8	0	316	213	324
20042	1821	19128	124	0	790	67	914
20043	1868	19919	116	0	8	2	124
20079	785	6134	204	0	13741	198	13945
20086	1814	19016	150	0	920	101	1070
20098	1858	19788	58	0	252	46	310
20125	1809	18978	105	0	1042	243	1147
20132	1867	19914	7	0	211	211	218
20166	1854	19712	65	0	389	386	454
