TT	PID	AT	CT	IO_D	WT	RT	TRT
22775	1638	22334	87	0	354	244	441
22781	1634	22298	160	0	323	315	483
22793	1206	14840	44	0	7909	316	7953
22806	1653	22632	152	0	22	22	174
22827	1630	22274	171	0	382	74	553
22868	1652	22618	83	0	167	163	250
22965	1659	22688	178	0	99	87	277
22986	1656	22680	185	0	121	113	306
22994	997	11021	80	0	11893	294	11973
23042	1501	19884	213	0	2945	1253	3158
23054	1666	22868	64	0	122	118	186
23055	1564	21317	79	0	1659	137	1738
23075	1670	22929	133	0	13	1	146
23082	1658	22686	198	0	198	182	396
23084	1677	22979	2	0	103	103	105
23137	1686	23111	20	0	6	6	26
23226	1662	22822	127	0	277	74	404
23254	1669	22898	167	0	189	177	356
23257	1514	20254	197	0	2806	150	3003
23259	1595	21858	210	0	1191	295	1401
23282	1692	23163	25	0	94	94	119
23350	1684	23098	116	0	136	128	252
23429	1693	23172	164	0	93	62	257
23434	1694	23218	186	0	30	18	216
23437	591	3673	243	0	19521	946	19764
23442	1675	22959	153	0	330	233	483
23473	1711	23470	2	0	1	1	3
23538	1705	23363	109	0	66	66	175
23584	1649	22544	197	0	843	823	1040
23626	1695	23224	172	0	230	218	402
23647	521	2561	254	0	20832	254	21086
23673	1017	11369	165	0	12139	353	12304
23701	1707	23410	75	0	216	129	291
23716	1719	23572	11	0	133	129	144
23768	1706	23386	177	0	205	46	382
23797	1713	23522	76	0	199	195	275
23825	1727	23748	70	0	7	7	77
23854	677	4893	257	0	18704	1427	18961
23859	1086	12779	219	0	10861	599	11080
23886	1725	23688	79	0	119	119	198
23954	1710	23446	96	0	412	110	508
23961	1717	23562	186	0	213	100	399
24029	1380	17635	87	0	6307	113	6394
24056	1181	14319	211	0	9526	735	9737
24065	1726	23714	171	0	180	172	351
24066	1723	23630	105	0	331	331	436
24102	1740	23945	36	0	121	121	157
24199	1735	23899	130	0	170	166	300
24206	1240	15313	196	0	8697	213	8893
24220	1278	15888	186	0	8146	311	8332
24235	1737	23910	130	0	195	67	325
24279	1746	24083	196	0	0	0	196
24347	1439	18579	173	0	5595	192	5768
24382	1750	24118	164	0	100	88	264
24430	589	3637	271	0	20522	2056	20793
24441	1661	22811	199	0	1431	811	1630
24459	1745	24073	108	0	278	274	386
24520	1752	24328	190	0	2	2	192
24547	1743	24061	98	0	388	380	486
24562	1721	23593	180	0	789	141	969
24586	1756	24374	123	0	89	85	212
24634	1751	24288	68	0	278	274	346
24638	1311	16412	18	0	8208	313	8226
24639	1765	24579	26	0	34	30	60
24644	703	5590	239	0	18815	287	19054
24679	1759	24511	132	0	36	36	168
24718	1758	24454	128	0	136	132	264
24793	1766	24580	114	0	99	99	213
24805	1773	24678	91	0	36	36	127
24810	1306	16360	170	0	8280	620	8450
24850	1699	23259	126	0	1465	94	1591
24853	1292	16083	215	0	8555	259	8770
24913	1776	24745	59	0	109	105	168
24924	1761	24527	11	0	386	386	397
24944	1548	20942	152	0	3850	2742	4002
24986	1774	24684	170	0	132	128	302
24996	1785	24920	52	0	24	24	76
25032	1787	24930	92	0	10	2	102
25040	1784	24893	40	0	107	103	147
25055	1734	23856	133	0	1066	52	1199
25075	435	862	264	0	23949	50	24213
25120	1778	24754	72	0	294	286	366
25143	1783	24890	145	0	108	96	253
25155	1796	25121	12	0	22	22	34
25209	1591	21816	143	0	3250	2693	3393
25280	1474	19223	206	0	5851	430	6057
25306	1764	24564	143	0	599	591	742
25324	1792	25085	196	0	43	35	239
25345	1795	25097	39	0	209	209	248
25345	1797	25127	132	0	86	82	218
25360	1799	25160	163	0	37	29	200
25444	1412	18254	146	0	7044	252	7190
25497	510	2409	252	0	22836	177	23088
25526	1722	23604	169	0	1753	1600	1922
25537	1802	25182	170	0	185	76	355
25612	1299	16199	185	0	9228	70	9413
25653	1818	25483	113	0	57	49	170
25683	1229	15219	92	0	10372	1421	10464
25696	425	482	234	0	24980	691	25214
25731	1810	25407	176	0	148	140	324
25770	1825	25629	129	0	12	4	141
25829	1814	25441	177	0	211	80	388
25861	1824	25579	167	0	115	86	282
25867	1823	25571	120	0	176	160	296
25879	1757	24440	22	0	1417	176	1439
25888	1733	23848	59	0	1981	470	2040
25904	761	6767	233	0	18904	703	19137
25960	1834	25801	72	0	87	87	159
26011	1838	25837	140	0	34	30	174
26057	1837	25825	166	0	66	54	232
26112	899	9130	239	0	16743	1015	16982
26127	1739	23944	176	0	2007	676	2183
26128	1846	25993	59	0	76	64	135
26157	1847	26022	131	0	4	4	135
26184	1839	25887	173	0	124	124	297
26199	1852	26087	66	0	46	42	112
26209	1843	25963	80	0	166	166	246
26284	973	10466	130	0	15688	590	15818
26310	1850	26054	103	0	153	145	256
26321	472	1555	240	0	24526	64	24766
26348	1829	25709	135	0	504	355	639
26398	1859	26198	106	0	94	86	200
26435	1788	24933	133	0	1369	58	1502
26446	1709	23444	14	0	2988	44	3002
26504	1858	26186	139	0	179	171	318
26529	1870	26417	25	0	87	87	112
26530	729	6125	245	0	20160	201	20405
26530	1868	26351	2	0	177	83	179
26533	1704	23357	93	0	3083	2056	3176
26556	1864	26274	138	0	144	124	282
26571	1811	25429	40	0	1102	80	1142
26673	1871	26440	110	0	123	90	233
26696	1866	26326	167	0	203	48	370
26717	1863	26270	134	0	313	301	447
26740	1857	26185	45	0	510	112	555
26745	514	2439	249	0	24057	289	24306
26775	1881	26583	102	0	90	90	192
26811	1884	26613	67	0	131	127	198
26818	1873	26451	48	0	319	93	367
26843	1879	26558	126	0	159	159	285
26914	1862	26254	71	0	589	589	660
26933	1897	26830	95	0	8	0	103
26937	1893	26785	126	0	26	26	152
26938	1895	26811	114	0	13	1	127
26939	450	1146	238	0	25555	3550	25793
26971	1340	17000	155	0	9816	1278	9971
27033	1876	26506	111	0	416	408	527
27097	1891	26763	152	0	182	174	334
27108	1572	21434	151	0	5523	137	5674
27123	1901	26939	152	0	32	32	184
27189	1906	27036	141	0	12	0	153
27210	1801	25180	167	0	1863	76	2030
27280	1771	24646	176	0	2458	148	2634
27282	1907	27038	173	0	71	59	244
27295	1904	26991	160	0	144	94	304
27343	1915	27155	123	0	65	57	188
27369	1914	27153	70	0	146	142	216
27384	1928	27340	43	0	1	1	44
27386	1918	27199	43	0	144	144	187
27435	1908	27039	137	0	259	243	396
27471	1696	23228	88	0	4155	1190	4243
27483	849	8349	229	0	18905	1191	19134
27562	1905	27020	181	0	361	349	542
27563	1917	27195	124	0	244	240	368
27607	1934	27412	41	0	154	150	195
27624	1937	27464	17	0	143	143	160
27648	1889	26741	173	0	734	730	907
27689	448	1056	261	0	26372	155	26633
27733	1809	25392	171	0	2170	595	2341
27761	1942	27578	133	0	50	46	183
27793	1933	27406	146	0	241	211	387
27824	1948	27699	91	0	34	34	125
27882	1166	14087	221	0	13574	140	13795
27909	1947	27657	138	0	114	110	252
27929	1639	22366	122	0	5441	136	5563
27947	1931	27362	138	0	447	431	585
27988	1953	27781	75	0	132	128	207
28002	1964	27952	14	0	36	36	50
28058	1966	27981	37	0	40	40	77
28074	1932	27390	119	0	565	557	684
28085	1031	11700	225	0	16160	569	16385
28087	1955	27828	85	0	174	174	259
28103	1945	27633	162	0	308	296	470
28140	1961	27940	66	0	134	134	200
28142	1973	28065	73	0	4	0	77
28165	1970	28028	74	0	63	59	137
28186	1976	28097	21	0	68	68	89
28226	1959	27892	86	0	248	248	334
28236	1965	27956	129	0	151	44	280
28273	754	6678	249	0	21346	593	21595
28330	1967	27995	137	0	198	106	335
28365	1987	28313	47	0	5	1	52
28399	1978	28193	161	0	45	33	206
28423	1977	28127	191	0	105	46	296
28450	1398	17961	213	0	10276	241	10489
28476	1986	28301	138	0	37	29	175
28499	1786	24927	93	0	3479	170	3572
28551	1990	28372	139	0	40	40	179
28585	1991	28436	143	0	6	2	149
28636	1149	13651	119	0	14866	538	14985
28641	602	3777	239	0	24625	753	24864
28646	1926	27311	181	0	1154	62	1335
28666	1982	28243	164	0	259	64	423
28703	1998	28550	63	0	90	86	153
28769	1994	28472	119	0	178	174	297
28783	1568	21359	165	0	7259	319	7424
28806	1993	28444	136	0	226	222	362
28855	1997	28540	82	0	233	229	315
28884	1985	28294	177	0	413	164	590
28906	2008	28796	104	0	6	6	110
28910	2001	28636	105	0	169	100	274
28939	444	950	185	0	27804	505	27989
28960	1983	28266	77	0	617	174	694
29001	2007	28776	142	0	83	79	225
29042	1920	27208	72	0	1762	501	1834
29067	2002	28640	145	0	282	270	427
29135	1330	16718	209	0	12208	637	12417
29139	2016	28921	97	0	121	121	218
29150	2006	28746	149	0	255	255	404
29163	1999	28626	89	0	448	384	537
29274	1551	20987	150	0	8137	464	8287
29293	2017	28926	126	0	241	237	367
29305	2004	28684	170	0	451	76	621
29315	1968	28007	185	0	1123	463	1308
29342	2030	29210	49	0	83	83	132
29353	1890	26747	86	0	2520	54	2606
29464	2027	29150	108	0	206	92	314
29466	2038	29350	2	0	114	114	116
29475	1614	22155	200	0	7120	56	7320
29480	1479	19363	163	0	9954	2135	10117
29490	1041	11848	226	0	17416	209	17642
29556	2040	29420	72	0	64	60	136
29620	1946	27654	141	0	1825	204	1966
29645	2037	29348	159	0	138	118	297
29666	1101	12987	223	0	16456	90	16679
29703	1308	16394	91	0	13218	1200	13309
29705	2033	29334	60	0	311	311	371
29734	2046	29500	166	0	68	56	234
29796	1736	23905	108	0	5783	68	5891
29803	2034	29336	100	0	367	367	467
29808	1393	17809	171	0	11828	214	11999
29832	2060	29687	117	0	28	24	145
29898	2051	29549	161	0	188	102	349
29899	884	8898	12	0	20989	66	21001
29980	2028	29168	165	0	647	635	812
29982	2068	29859	111	0	12	12	123
29995	2066	29833	15	0	147	147	162
30002	491	1968	255	0	27779	593	28034
30021	2064	29777	177	0	67	55	244
30028	882	8876	176	0	20976	46	21152
30102	2065	29811	103	0	188	184	291
30136	1830	25713	120	0	4303	206	4423
30148	2072	29958	152	0	38	38	190
30168	1443	18648	186	0	11334	699	11520
30173	1853	26135	151	0	3887	532	4038
30215	1878	26556	116	0	3543	1101	3659
30227	1867	26346	52	0	3829	84	3881
30306	2058	29671	155	0	480	324	635
30354	529	2680	231	0	27443	947	27674
30368	2057	29661	149	0	558	554	707
30372	2073	29972	62	0	338	334	400
30389	2078	30148	158	0	83	79	241
30392	2059	29679	3	0	710	710	713
30418	2080	30190	47	0	181	77	228
30485	2063	29727	133	0	625	112	758
30507	1962	27943	85	0	2479	561	2564
30518	2055	29643	122	0	753	749	875
30545	1165	14066	217	0	16262	87	16479
30547	2047	29514	64	0	969	135	1033
30612	2092	30449	154	0	9	1	163
30639	1344	17110	136	0	13393	357	13529
30680	2086	30303	157	0	220	204	377
30696	1024	11545	194	0	18957	165	19151
30718	2005	28692	160	0	1866	251	2026
30774	2097	30579	56	0	139	139	195
30809	1708	23430	191	0	7188	105	7379
30829	2083	30276	133	0	420	258	553
30860	1800	25161	40	0	5659	694	5699
30888	477	1745	237	0	28906	1634	29143
30895	2107	30735	154	0	6	2	160
30932	2071	29927	155	0	850	331	1005
30933	2102	30637	117	0	179	146	296
30965	1790	24969	119	0	5877	524	5996
30968	2116	30914	3	0	51	51	54
31030	2115	30912	93	0	25	21	118
31036	1410	18248	174	0	12614	331	12788
31065	2112	30831	125	0	109	101	234
31136	2082	30238	164	0	734	424	898
31149	1828	25651	110	0	5388	909	5498
31170	1091	12805	170	0	18195	523	18365
31226	2120	30964	161	0	101	101	262
31270	1979	28215	137	0	2918	549	3055
31273	2117	30930	117	0	226	80	343
31347	2096	30549	165	0	633	622	798
31360	2126	31181	83	0	96	92	179
31403	2121	31058	169	0	176	168	345
31417	2129	31272	136	0	9	1	145
31432	2118	30952	158	0	322	170	480
31436	2119	30960	4	0	472	472	476
31441	2124	31128	77	0	236	232	313
31504	2113	30887	68	0	549	549	617
31508	2111	30789	8	0	711	337	719
31533	838	8163	228	0	23142	66	23370
31568	2134	31320	161	0	87	83	248
31591	1996	28512	136	0	2943	357	3079
31668	2108	30738	152	0	778	770	930
31676	2136	31360	100	0	216	208	316
31683	2147	31492	87	0	104	100	191
31723	1123	13219	217	0	18287	45	18504
31729	2150	31564	132	0	33	29	165
31810	2123	31068	142	0	600	600	742
31815	1779	24857	145	0	6813	331	6958
31854	2133	31302	166	0	386	374	552
31878	2157	31766	63	0	49	49	112
31915	1491	19653	205	0	12057	925	12262
31958	1276	15824	177	0	15957	84	16134
31981	2153	31605	123	0	253	249	376
32037	2148	31507	152	0	378	277	530
32045	2162	31816	64	0	165	165	229
32060	2167	31873	98	0	89	85	187
32092	1070	12377	213	0	19502	730	19715
32097	2169	31967	110	0	20	16	130
32179	1485	19441	154	0	12584	104	12738
32226	1475	19254	191	0	12781	65	12972
32236	1476	19291	188	0	12757	588	12945
32279	2163	31851	100	0	328	328	428
32290	629	4266	223	0	27801	1691	28024
32300	2164	31861	80	0	359	124	439
32359	2139	31420	86	0	853	557	939
32415	2142	31458	155	0	802	778	957
32419	2192	32247	52	0	120	112	172
32434	2194	32261	124	0	49	41	173
32437	2199	32408	18	0	11	11	29
32455	2174	32051	20	0	384	180	404
32468	418	391	222	0	31855	117	32077
32475	2198	32362	60	0	53	53	113
32485	2200	32410	51	0	24	24	75
32567	2170	31975	113	0	479	97	592
32569	2149	31561	92	0	916	515	1008
32575	2178	32100	82	0	393	385	475
32602	2202	32442	152	0	8	4	160
32612	1029	11670	111	0	20831	154	20942
32653	709	5699	238	0	26716	685	26954
32712	2197	32344	117	0	251	239	368
32762	2201	32416	151	0	195	187	346
32776	2206	32605	162	0	9	1	171
32790	942	10013	239	0	22538	362	22777
32821	2205	32498	100	0	223	219	323
32825	1492	19683	201	0	12941	180	13142
32855	2211	32647	65	0	143	143	208
32899	2208	32615	70	0	214	206	284
32915	2196	32322	141	0	452	440	593
33006	493	2033	240	0	30733	136	30973
33009	2212	32712	106	0	191	187	297
33010	2215	32786	151	0	73	69	224
33015	2217	32799	88	0	128	116	216
33043	2218	32819	34	0	190	190	224
33128	2216	32794	85	0	249	249	334
33133	2214	32764	119	0	250	246	369
33148	1385	17725	189	0	15234	801	15423
33153	2219	32850	26	0	277	125	303
33174	2220	32860	152	0	162	76	314
33193	1452	18798	67	0	14328	1107	14395
33275	2226	33003	134	0	138	130	272
33291	1447	18735	125	0	14431	95	14556
33296	2222	32895	123	0	278	86	401
33312	2188	32223	164	0	925	926	1089
33335	2232	33179	56	0	100	96	156
33374	2238	33285	35	0	54	50	89
33393	2233	33235	120	0	38	38	158
33402	1826	25637	124	0	7641	272	7765
33444	2209	32637	134	0	673	342	807
33450	2234	33259	147	0	44	32	191
33517	2138	31397	155	0	1965	155	2120
33530	2242	33349	77	0	104	69	181
33541	2231	33153	131	0	257	249	388
33561	2223	32929	31	0	601	601	632
33570	2210	32637	45	0	888	880	933
33610	2122	31062	168	0	2380	386	2548
33681	2225	33000	140	0	541	541	681
33701	2195	32302	131	0	1268	446	1399
33748	2193	32254	154	0	1340	1332	1494
33769	1604	21982	198	0	11589	38	11787
33835	2213	32726	150	0	959	955	1109
33845	2241	33327	148	0	370	163	518
33903	2258	33764	68	0	71	71	139
33908	2255	33672	148	0	88	76	236
33936	824	7834	203	0	25899	82	26102
33940	2263	33817	115	0	8	0	123
33941	2262	33811	121	0	9	1	130
33992	2253	33640	139	0	213	205	352
34006	2261	33804	14	0	188	188	202
34058	2249	33542	48	0	468	464	516
34064	1124	13318	198	0	20548	223	20746
34064	2256	33724	152	0	188	184	340
34113	811	7519	234	0	26360	604	26594
34153	1187	14553	124	0	19476	2149	19600
34157	2275	34108	48	0	1	1	49
34157	2273	34060	59	0	38	34	97
34164	2251	33600	97	0	467	52	564
34216	2257	33754	144	0	318	310	462
34237	1478	19361	169	0	14707	2408	14876
34274	2160	31796	65	0	2413	463	2478
34291	2271	34017	119	0	155	147	274
34312	1817	25479	162	0	8671	545	8833
34325	2279	34242	13	0	70	70	83
34346	2100	30625	126	0	3595	993	3721
34423	2143	31463	153	0	2807	698	2960
34442	2278	34237	113	0	92	88	205
34446	2270	34015	147	0	284	276	431
34463	466	1515	142	0	32806	46	32948
34516	2280	34256	89	0	171	167	260
34551	2272	34029	97	0	425	417	522
34611	2282	34390	149	0	72	52	221
34651	833	8083	234	0	26334	66	26568
34653	2269	34011	135	0	507	217	642
34667	2191	32242	54	0	2371	451	2425
34671	1519	20378	145	0	14148	406	14293
34676	2284	34517	5	0	154	154	159
34696	2289	34613	21	0	62	54	83
34710	2244	33446	39	0	1225	96	1264
34749	2281	34337	96	0	316	239	412
34815	2288	34606	107	0	102	50	209
34822	511	2411	240	0	32171	2671	32411
34847	2254	33670	148	0	1029	345	1177
34906	2236	33281	149	0	1476	1204	1625
34954	2252	33618	129	0	1207	82	1336
34983	2285	34543	129	0	311	194	440
35001	760	6733	206	0	28062	1668	28268
35025	2296	34809	115	0	101	97	216
35046	2061	29715	112	0	5219	684	5331
35091	2302	34925	104	0	62	58	166
35111	2304	34997	20	0	94	94	114
35147	2128	31249	108	0	3790	1386	3898
35155	2301	34923	122	0	110	102	232
35186	964	10344	234	0	24608	310	24842
35266	2101	30633	132	0	4501	74	4633
35273	2307	35089	114	0	70	66	184
35274	2300	34909	155	0	210	202	365
35280	2311	35239	6	0	35	35	41
35347	2305	35053	74	0	220	220	294
35355	2310	35223	108	0	24	20	132
35365	2303	34947	86	0	332	256	418
35376	756	6688	239	0	28449	798	28688
35380	2306	35073	106	0	201	193	307
35447	2161	31800	75	0	3572	394	3647
35475	2308	35105	110	0	260	260	370
35493	2235	33279	53	0	2161	380	2214
35501	2259	33780	147	0	1574	909	1721
35502	1880	26565	18	0	8919	22	8937
35541	599	3745	223	0	31573	65	31796
35559	2295	34763	60	0	736	56	796
35590	2316	35400	115	0	75	75	190
35590	1875	26464	101	0	9025	1425	9126
35641	2318	35490	82	0	69	69	151
35650	2298	34891	61	0	698	392	759
35673	2299	34901	23	0	749	749	772
35705	685	4974	210	0	30521	2695	30731
35721	2322	35568	123	0	30	22	153
35746	2290	34659	73	0	1014	1014	1087
35772	2328	35698	42	0	32	32	74
35776	2227	33050	151	0	2575	99	2726
35780	2286	34597	37	0	1146	97	1183
35810	2221	32871	99	0	2840	298	2939
35832	1198	14765	172	0	20895	507	21067
35840	2267	33965	61	0	1814	428	1875
35854	2330	35724	77	0	53	53	130
35922	2323	35582	68	0	272	272	340
35928	2260	33796	121	0	2011	434	2132
35930	2329	35720	2	0	208	208	210
35948	2230	33095	37	0	2816	953	2853
35964	2320	35538	116	0	310	48	426
35968	1273	15780	94	0	20094	2411	20188
35973	2338	35869	66	0	38	38	104
36002	955	10238	228	0	25536	184	25764
36006	2342	35943	42	0	21	21	63
36051	2287	34605	88	0	1358	747	1446
36070	2319	35536	136	0	398	32	534
36094	2293	34735	85	0	1274	25	1359
36127	1328	16704	164	0	19259	1720	19423
36158	1193	14685	150	0	21323	549	21473
36164	2337	35847	6	0	311	311	317
36174	2348	36056	104	0	14	14	118
36230	2347	36036	128	0	66	58	194
36252	2335	35837	84	0	331	327	415
36292	788	7296	240	0	28756	449	28996
36292	2351	36136	110	0	46	38	156
36296	2350	36116	44	0	136	136	180
36340	2352	36170	44	0	126	122	170
36347	2349	36078	113	0	156	152	269
36366	2360	36350	10	0	6	6	16
36392	2356	36257	37	0	98	90	135
36410	2321	35538	75	0	797	56	872
36417	2334	35823	113	0	481	473	594
36454	433	705	217	0	35532	1634	35749
36476	1326	16696	95	0	19685	783	19780
36506	2359	36334	30	0	142	142	172
36519	1956	27836	110	0	8573	351	8683
36528	2336	35843	140	0	545	166	685
36539	2357	36318	29	0	192	188	221
36585	941	9973	171	0	26441	958	26612
36596	2358	36328	54	0	214	167	268
36619	1347	17146	116	0	19357	2515	19473
36626	2343	35969	105	0	552	87	657
36659	2368	36654	3	0	2	2	5
36690	2366	36553	86	0	51	43	137
36729	2363	36539	102	0	88	80	190
36743	1097	12907	196	0	23640	68	23836
36761	2309	35203	130	0	1428	76	1558
36765	2346	36026	76	0	663	471	739
36806	2344	36006	38	0	762	609	800
36819	2369	36658	54	0	107	103	161
36822	2367	36560	85	0	177	169	262
36880	2355	36252	55	0	573	406	628
36882	2370	36674	73	0	135	86	208
36911	711	5736	220	0	30955	702	31175
36950	2376	36854	59	0	37	33	96
36957	2365	36547	134	0	276	272	410
37023	2373	36766	62	0	195	191	257
37027	457	1252	157	0	35618	1826	35775
37029	2326	35634	146	0	1249	143	1395
37031	2364	36541	86	0	404	113	490
37108	1583	21670	99	0	15339	362	15438
37154	2372	36730	115	0	309	293	424
37167	2375	36846	63	0	258	50	321
37169	2291	34721	140	0	2308	146	2448
37172	1919	27205	166	0	9801	108	9967
37177	2297	34843	15	0	2319	513	2334
37187	2043	29488	48	0	7651	178	7699
37219	2354	36209	67	0	943	347	1010
37233	2042	29478	81	0	7674	55	7755
37273	2389	37197	67	0	9	1	76
37308	2385	37096	127	0	85	81	212
37322	2384	37093	89	0	140	140	229
37336	1877	26543	138	0	10655	861	10793
37341	621	4039	240	0	33062	1267	33302
37353	2387	37117	41	0	195	191	236
37410	2396	37306	96	0	8	4	104
37421	2397	37321	64	0	36	32	100
37426	2392	37217	16	0	193	193	209
37446	2390	37207	20	0	219	219	239
37451	2187	32208	136	0	5107	419	5243
37472	762	6769	225	0	30478	38	30703
37509	2403	37479	29	0	1	1	30
37512	2386	37112	66	0	334	64	400
37552	2317	35462	140	0	1950	543	2090
37553	2045	29494	9	0	8050	768	8059
37554	2036	29344	15	0	8195	208	8210
37568	2383	36976	53	0	539	95	592
37591	2402	37459	19	0	113	109	132
37594	2024	29072	62	0	8460	58	8522
37596	2388	37195	146	0	255	251	401
37637	512	2413	233	0	34991	137	35224
37642	2011	28822	54	0	8766	1515	8820
37647	2407	37598	48	0	1	1	49
37657	2406	37586	61	0	10	10	71
37658	1261	15662	9	0	21987	2419	21996
37679	2382	36950	41	0	688	501	729
37697	2361	36418	106	0	1173	553	1279
37722	2413	37704	17	0	1	1	18
37747	1259	15648	130	0	21969	630	22099
37796	606	3878	234	0	33684	479	33918
37800	2098	30589	132	0	7079	1049	7211
37807	2400	37415	124	0	268	247	392
37808	2421	37759	12	0	37	37	49
37819	2405	37485	76	0	258	173	334
37820	1860	26212	17	0	11591	491	11608
37834	2412	37692	27	0	115	115	142
37908	2380	36883	58	0	967	951	1025
37909	1672	22943	127	0	14839	316	14966
37955	2393	37237	155	0	563	210	718
37962	1807	25384	185	0	12393	551	12578
37998	2084	30291	58	0	7649	1156	7707
38021	2428	37893	55	0	73	69	128
38042	2431	37967	63	0	12	4	75
38069	2419	37752	140	0	177	76	317
38082	2435	38039	29	0	14	6	43
38082	1207	14844	201	0	23037	113	23238
38114	2429	37947	41	0	126	122	167
38120	2426	37863	114	0	143	135	257
38137	1422	18362	67	0	19708	443	19775
38142	2434	38005	105	0	32	24	137
38158	2430	37947	40	0	171	167	211
38222	1416	18303	121	0	19798	2462	19919
38224	2395	37282	19	0	923	161	942
38236	826	7916	202	0	30118	65	30320
38265	2050	29545	126	0	8594	521	8720
38278	1833	25781	88	0	12409	50	12497
38286	2411	37638	12	0	636	154	648
38289	2417	37746	139	0	404	396	543
38345	2440	38199	137	0	9	1	146
38354	2378	36873	78	0	1403	88	1481
38383	1533	20614	168	0	17601	388	17769
38397	821	7749	241	0	30407	344	30648
38416	2445	38275	119	0	22	14	141
38453	2353	36186	110	0	2157	128	2267
38524	2379	36882	147	0	1495	111	1642
38547	2438	38085	124	0	338	334	462
38551	686	4975	209	0	33367	666	33576
38586	2443	38230	106	0	250	246	356
38632	2447	38380	81	0	171	167	252
38640	2450	38552	54	0	34	34	88
38663	1052	12033	183	0	26447	418	26630
38708	1331	16726	206	0	21776	49	21982
38712	2451	38594	80	0	38	38	118
38728	2401	37457	93	0	1178	285	1271
38776	2442	38223	113	0	440	440	553
38827	2454	38690	95	0	42	38	137
38837	2449	38544	121	0	172	168	293
38842	2455	38700	66	0	76	76	142
38859	1541	20791	181	0	17887	360	18068
38866	2410	37616	32	0	1218	48	1250
38870	2459	38779	80	0	11	7	91
38872	2427	37888	6	0	978	484	984
38937	2245	33500	65	0	5372	36	5437
38940	2463	38871	3	0	66	66	69
38952	2461	38807	12	0	133	133	145
38987	1335	16950	193	0	21844	369	22037
39006	1754	24345	174	0	14487	1542	14661
39009	2422	37760	126	0	1123	959	1249
39034	2456	38760	25	0	249	249	274
39054	2453	38684	20	0	350	350	370
39077	2458	38771	121	0	185	181	306
39103	2044	29494	149	0	9460	1228	9609
39160	2460	38804	61	0	295	214	356
39173	613	3948	246	0	34979	314	35225
39189	2452	38668	135	0	386	386	521
39210	2446	38372	122	0	716	399	838
39224	2240	33321	44	0	5859	135	5903
39270	2448	38518	102	0	650	642	752
39308	2468	39015	98	0	195	195	293
39335	1391	17781	178	0	21376	609	21554
39364	2444	38263	93	0	1008	982	1101
39373	1767	24586	94	0	14693	118	14787
39374	2441	38209	129	0	1036	205	1165
39375	2423	37766	18	0	1591	71	1609
39441	2466	38947	68	0	426	342	494
39469	1663	22848	134	0	16487	1008	16621
39479	2339	35895	111	0	3473	85	3584
39485	1394	17851	198	0	21436	50	21634
39544	2479	39451	57	0	36	28	93
39572	2294	34737	128	0	4707	70	4835
39572	2475	39385	25	0	162	116	187
39586	2465	38883	137	0	566	558	703
39624	2478	39446	52	0	126	126	178
39634	2481	39529	54	0	51	43	105
39643	1498	19841	130	0	19672	701	19802
39653	746	6562	230	0	32861	1575	33091
39720	2477	39436	86	0	198	69	284
39763	2476	39410	135	0	218	147	353
39768	2483	39585	45	0	138	42	183
39781	2026	29114	167	0	10500	198	10667
39792	2418	37748	133	0	1911	82	2044
39830	1680	23079	108	0	16643	181	16751
39838	2486	39737	62	0	39	31	101
39899	2473	39364	107	0	428	347	535
39944	1219	15058	195	0	24691	1844	24886
39944	2480	39507	49	0	388	107	437
39950	2489	39819	99	0	32	20	131
39974	2439	38169	49	0	1756	71	1805
39976	2470	39160	143	0	673	270	816
39997	2487	39791	40	0	166	141	206
40003	2184	32187	59	0	7757	514	7816
40020	2484	39674	50	0	296	51	346
40031	2491	39975	51	0	5	1	56
40041	2324	35586	24	0	4431	212	4455
40061	1164	13899	147	0	26015	838	26162
40103	2145	31465	126	0	8512	88	8638
40104	1894	26795	44	0	13265	404	13309
40111	2175	32055	93	0	7963	166	8056
40142	1732	23835	150	0	16157	579	16307
40184	1827	25643	111	0	14430	340	14541
40191	2497	40101	80	0	10	2	90
40202	2495	40053	60	0	89	89	149
40214	812	7527	173	0	32514	622	32687
40217	2490	39865	102	0	250	122	352
40218	1782	24887	13	0	15318	116	15331
40287	2494	40023	92	0	172	164	264
40311	2482	39580	105	0	626	622	731
40351	2485	39708	39	0	604	195	643
40355	1781	24871	172	0	15312	140	15484
40365	478	1754	228	0	38383	59	38611
40433	2488	39817	138	0	478	470	616
40480	2248	33520	139	0	6821	127	6960
40485	2228	33056	29	0	7400	607	7429
40494	2464	38877	142	0	1475	112	1617
40512	951	10153	208	0	30151	300	30359
40525	2314	35255	107	0	5163	545	5270
40547	2505	40296	50	0	201	136	251
40562	2509	40382	37	0	143	143	180
40588	2166	31869	137	0	8582	253	8719
40655	615	3957	206	0	36492	563	36698
40681	2507	40314	123	0	244	86	367
40703	2501	40225	134	0	344	160	478
40713	2512	40574	98	0	41	29	139
40777	2508	40380	96	0	301	301	397
40778	2510	40416	6	0	356	196	362
40795	2506	40304	17	0	474	474	491
40798	2514	40670	81	0	47	43	128
40816	413	317	210	0	40289	78	40499
40843	1324	16666	184	0	23993	601	24177
40904	2472	39353	103	0	1448	862	1551
40908	1678	22989	20	0	17899	308	17919
40932	2515	40703	130	0	99	95	229
40936	1647	22540	67	0	18329	104	18396
40965	2516	40822	122	0	21	21	143
40972	1133	13465	231	0	27276	56	27507
