TT	PID	AT	CT	IO_D	WT	RT	TRT
40985	2471	39308	54	0	1623	89	1677
41045	2437	38077	73	0	2895	58	2968
41050	1944	27627	180	0	13243	399	13423
41055	1657	22684	121	0	18250	2066	18371
41094	2250	33560	59	0	7475	835	7534
41122	1291	16073	191	0	24858	1033	25049
41139	2521	40940	81	0	118	110	199
41143	2520	40925	45	0	173	169	218
41168	2524	41009	124	0	35	31	159
41168	2243	33434	48	0	7686	170	7734
41169	2374	36802	24	0	4343	125	4367
41193	2523	41002	54	0	137	137	191
41200	2229	33091	73	0	8036	889	8109
41202	2513	40634	142	0	426	176	568
41264	534	2797	225	0	38242	774	38467
41268	2504	40251	69	0	948	534	1017
41277	2517	40878	80	0	319	315	399
41301	2283	34434	116	0	6751	837	6867
41342	2530	41213	124	0	5	1	129
41355	1594	21844	131	0	19380	688	19511
41408	2168	31923	140	0	9345	261	9485
41410	943	10020	203	0	31187	151	31390
41483	2527	41115	125	0	243	98	368
41487	2529	41197	140	0	150	146	290
41494	2528	41153	11	0	330	330	341
41503	2425	37835	101	0	3567	711	3668
41534	2502	40233	15	0	1286	176	1301
41540	2420	37757	77	0	3706	375	3783
41560	471	1550	245	0	39765	61	40010
41575	2522	40968	85	0	522	83	607
41580	2414	37706	13	0	3861	53	3874
41605	1744	24069	53	0	17483	343	17536
41630	2498	40119	98	0	1413	460	1511
41637	2503	40240	9	0	1388	997	1397
41655	2381	36945	33	0	4677	1272	4710
41661	2325	35604	135	0	5922	158	6057
41698	1107	13017	182	0	28499	1278	28681
41710	2469	39059	108	0	2543	305	2651
41752	2246	33508	101	0	8143	102	8244
41779	2536	41387	116	0	276	268	392
41810	2542	41613	58	0	139	36	197
41820	2151	31588	124	0	10108	1307	10232
41840	2031	29306	95	0	12439	58	12534
41849	1082	12739	222	0	28888	428	29110
41852	2546	41725	93	0	34	30	127
41859	2003	28658	63	0	13138	242	13201
41876	1357	17270	130	0	24476	1136	24606
41900	2541	41611	77	0	212	78	289
41924	2179	32120	61	0	9743	1868	9804
41954	1132	13461	162	0	28331	1783	28493
41990	2177	32078	84	0	9828	48	9912
42003	852	8431	232	0	33340	459	33572
42009	2547	41729	97	0	183	171	280
42010	2552	41857	74	0	79	67	153
42030	2539	41571	10	0	449	390	459
42038	2557	42002	8	0	28	28	36
42064	2550	41783	54	0	227	227	281
42109	2032	29326	72	0	12711	230	12783
42114	2556	42001	72	0	41	37	113
42131	1576	21529	181	0	20421	86	20602
42133	920	9529	209	0	32395	65	32604
42163	2545	41703	55	0	405	124	460
42234	1892	26779	186	0	15269	214	15455
42250	2538	41563	120	0	567	86	687
42258	2555	41979	87	0	192	184	279
42267	2185	32192	78	0	9997	906	10075
42276	2156	31702	53	0	10521	422	10574
42281	1320	16548	202	0	25531	438	25733
42313	2562	42198	55	0	60	52	115
42328	2554	41915	16	0	397	153	413
42367	2155	31694	125	0	10548	939	10673
42374	2561	42158	108	0	108	100	216
42384	2563	42226	17	0	141	141	158
42403	2566	42336	41	0	26	26	67
42413	2565	42307	38	0	68	68	106
42417	2182	32173	44	0	10200	720	10244
42420	1265	15720	213	0	26487	108	26700
42444	2553	41897	112	0	435	431	547
42458	2558	42034	115	0	309	39	424
42519	2180	32122	136	0	10261	856	10397
42550	2535	41347	100	0	1103	206	1203
42568	1142	13583	195	0	28790	1432	28985
42568	2173	32027	124	0	10417	725	10541
42584	2564	42298	12	0	274	270	286
42623	2572	42456	73	0	94	94	167
42630	2570	42386	103	0	141	133	244
42698	1763	24559	171	0	17968	420	18139
42701	2518	40916	84	0	1701	162	1785
42702	1236	15288	15	0	27399	246	27414
42703	2543	41639	117	0	947	254	1064
42750	2568	42370	123	0	257	253	380
42758	2540	41587	18	0	1153	66	1171
42810	2474	39374	63	0	3373	363	3436
42811	2079	30186	24	0	12601	249	12625
42812	2054	29636	53	0	13123	664	13176
42822	2573	42558	107	0	157	145	264
42837	802	7414	210	0	35213	2115	35423
42838	2025	29088	49	0	13701	1586	13750
42846	1209	14936	215	0	27695	106	27910
42909	2581	42776	79	0	54	46	133
42954	2582	42812	112	0	30	26	142
42957	1502	19886	175	0	22896	316	23071
42973	548	2904	223	0	39846	639	40069
43007	2534	41343	55	0	1609	284	1664
43030	2039	29374	119	0	13537	174	13656
43038	2537	41553	99	0	1386	1203	1485
43101	2577	42706	68	0	327	92	395
43112	755	6687	177	0	36248	1400	36425
43113	2574	42634	95	0	384	208	479
43145	2575	42658	104	0	383	64	487
43150	2586	43000	6	0	144	80	150
43158	2578	42720	10	0	428	88	438
43185	2519	40917	75	0	2193	157	2268
43194	2583	42860	87	0	247	60	334
43221	695	5325	159	0	37737	1558	37896
43237	2544	41657	74	0	1506	413	1580
43250	2587	43026	53	0	171	154	224
43272	2589	43116	87	0	69	69	156
43302	2585	42898	65	0	339	339	404
43314	2579	42724	42	0	548	498	590
43319	1411	18249	180	0	24890	205	25070
43353	2593	43240	32	0	81	47	113
43355	2591	43222	2	0	131	131	133
43379	2590	43208	109	0	62	54	171
43390	2588	43050	35	0	305	305	340
43401	2190	32236	48	0	11117	689	11165
43406	2189	32229	159	0	11018	388	11177
43408	2106	30727	56	0	12625	86	12681
43414	2186	32200	44	0	11170	497	11214
43419	2576	42660	43	0	716	64	759
43445	792	7332	191	0	35922	1758	36113
43486	2140	31422	136	0	11928	1576	12064
43532	2052	29557	174	0	13801	703	13975
43556	2571	42434	116	0	1006	46	1122
43570	2049	29532	84	0	13954	89	14038
43578	2109	30743	124	0	12711	2223	12835
43580	740	6359	206	0	37015	650	37221
43591	2103	30645	55	0	12891	152	12946
43598	2021	29040	66	0	14492	2169	14558
43624	1307	16388	80	0	27156	216	27236
43629	2496	40085	17	0	3527	126	3544
43651	2019	28998	105	0	14548	206	14653
43684	2595	43291	101	0	292	86	393
43688	1861	26220	111	0	17357	341	17468
43693	2327	35676	77	0	7940	82	8017
43711	555	3029	219	0	40463	2313	40682
43742	1812	25435	88	0	18219	1278	18307
43752	2127	31245	45	0	12462	928	12507
43753	2467	39013	9	0	4731	700	4740
43776	2076	30013	138	0	13625	558	13763
43808	2132	31294	155	0	12359	721	12514
43836	403	27	236	0	43573	241	43809
43842	2135	31334	140	0	12368	540	12508
43871	2592	43238	64	0	569	88	633
43890	2598	43746	106	0	38	30	144
43890	2377	36872	87	0	6931	163	7018
43910	1424	18400	92	0	25418	764	25510
43928	2362	36455	75	0	7398	1921	7473
43941	2088	30368	70	0	13503	772	13573
43970	2081	30224	99	0	13647	995	13746
43971	1019	11430	195	0	32346	234	32541
43984	2584	42860	91	0	1033	118	1124
44007	2603	43927	66	0	14	14	80
44027	1624	22230	52	0	21745	56	21797
44028	1625	22233	68	0	21727	307	21795
44048	1596	21861	75	0	22112	539	22187
44063	2604	43931	85	0	47	39	132
44096	2596	43570	108	0	418	414	526
44097	2333	35803	23	0	8271	676	8294
44099	2605	43950	36	0	113	113	149
44108	2152	31598	103	0	12407	415	12510
44109	638	4381	209	0	39519	319	39728
44130	2511	40540	35	0	3555	222	3590
44144	2099	30621	47	0	13476	72	13523
44182	2077	30014	137	0	14031	185	14168
44204	1762	24549	136	0	19519	1454	19655
44234	867	8678	180	0	35376	198	35556
44241	2085	30297	170	0	13774	392	13944
44272	1683	23092	79	0	21101	462	21180
44278	2606	44083	70	0	125	121	195
44287	2607	44178	86	0	23	19	109
44297	1923	27242	177	0	16878	513	17055
44330	2597	43706	54	0	570	203	624
44365	500	2275	227	0	41863	1114	42090
44371	2580	42726	51	0	1594	1046	1645
44376	1848	26048	162	0	18166	238	18328
44415	2610	44252	114	0	49	45	163
44426	2599	43750	12	0	664	251	676
44442	2371	36698	58	0	7686	238	7744
44443	2165	31869	11	0	12563	752	12574
44443	2266	33834	98	0	10511	1075	10609
44444	2137	31374	6	0	13064	332	13070
44472	2611	44326	88	0	58	50	146
44488	1382	17676	184	0	26628	97	26812
44530	2614	44438	91	0	1	1	92
44545	2087	30344	125	0	14076	399	14201
44545	2612	44336	98	0	111	107	209
44587	1969	28026	179	0	16382	440	16561
44594	553	2988	162	0	41444	795	41606
44597	2533	41341	64	0	3192	320	3256
44615	2617	44476	70	0	69	69	139
44656	2618	44477	69	0	110	110	179
44660	1936	27458	86	0	17116	485	17202
44674	1925	27268	135	0	17271	66	17406
44675	1384	17696	11	0	26968	489	26979
44721	1902	26969	173	0	17579	196	17752
44728	2613	44402	64	0	262	258	326
44756	1383	17695	145	0	26916	825	27061
44770	2594	43282	116	0	1372	67	1488
44771	2091	30401	46	0	14324	253	14370
44783	2600	43774	35	0	974	75	1009
44803	2247	33516	76	0	11211	135	11287
44820	1841	25952	88	0	18780	191	18868
44822	2602	43897	92	0	833	152	925
44844	713	5762	213	0	38869	544	39082
44869	1951	27765	144	0	16960	103	17104
44881	2268	33981	109	0	10791	494	10900
44919	2056	29653	135	0	15131	645	15266
44925	2023	29050	109	0	15766	490	15875
44928	2621	44828	47	0	53	53	100
44970	993	10911	120	0	33939	414	34059
44971	728	6116	254	0	38601	150	38855
44980	2619	44769	61	0	150	150	211
45022	2090	30383	164	0	14475	275	14639
45031	2022	29044	102	0	15885	275	15987
45032	2141	31447	57	0	13528	103	13585
45033	2094	30459	2	0	14572	193	14574
45034	2029	29192	60	0	15782	372	15842
45035	1984	28270	53	0	16712	232	16765
45050	1981	28239	73	0	16738	223	16811
45061	2620	44783	81	0	197	72	278
45095	1288	16014	179	0	28902	260	29081
45135	1960	27898	140	0	17097	56	17237
45143	2035	29340	127	0	15676	1744	15803
45144	1903	26989	16	0	18139	100	18155
45151	1555	21171	196	0	23784	70	23980
45220	971	10424	228	0	34568	66	34796
45228	2623	44946	78	0	204	52	282
45229	2622	44910	90	0	229	225	319
45238	1872	26442	163	0	18633	115	18796
45263	2158	31778	83	0	13402	95	13485
45317	2625	45056	80	0	181	173	261
45334	1660	22746	178	0	22410	106	22588
45347	979	10518	197	0	34632	69	34829
45369	2624	45034	97	0	238	52	335
45372	2629	45190	25	0	157	157	182
45373	2041	29476	16	0	15881	512	15897
45391	2630	45218	66	0	107	99	173
45394	2020	29016	83	0	16295	268	16378
45395	1289	16037	40	0	29318	945	29358
45450	1281	15931	180	0	29339	83	29519
45479	2628	45185	107	0	187	136	294
45481	2626	45071	102	0	308	129	410
45492	1285	15952	184	0	29356	324	29540
45517	1645	22518	81	0	22918	88	22999
45518	981	10628	31	0	34859	369	34890
45540	1980	28231	106	0	17203	163	17309
45545	1611	22090	145	0	23310	2308	23455
45555	2114	30902	88	0	14565	289	14653
45561	978	10511	138	0	34912	406	35050
45568	874	8763	59	0	36746	59	36805
45571	1821	25539	48	0	19984	172	20032
45572	1629	22272	31	0	23269	74	23300
45576	2009	28800	84	0	16692	216	16776
45609	870	8699	115	0	36795	1872	36910
45611	1560	21227	97	0	24287	139	24384
45643	1939	27526	84	0	18033	1488	18117
45645	2634	45507	69	0	69	69	138
45660	2010	28814	91	0	16755	1358	16846
45667	2633	45493	22	0	152	152	174
45674	759	6731	196	0	38747	366	38943
45678	1844	25967	67	0	19644	120	19711
45752	1315	16500	138	0	29114	102	29252
45775	2631	45431	107	0	237	229	344
45782	2053	29630	165	0	15987	356	16152
45812	953	10209	195	0	35408	240	35603
45858	1949	27737	160	0	17961	979	18121
45864	2601	43889	100	0	1875	147	1975
45865	2176	32061	46	0	13758	145	13804
45865	2636	45599	113	0	153	153	266
45866	2159	31794	30	0	14042	432	14072
45867	2125	31137	46	0	14684	471	14730
45868	2089	30380	12	0	15476	109	15488
45869	2067	29849	2	0	16018	535	16020
45870	1971	28044	13	0	17813	2226	17826
45871	1941	27566	49	0	18256	376	18305
45895	1938	27468	88	0	18339	185	18427
45896	1916	27179	31	0	18686	130	18717
45911	1913	27135	93	0	18683	122	18776
45933	565	3266	215	0	42452	505	42667
45942	2637	45791	80	0	71	67	151
45943	1664	22850	92	0	23001	584	23093
45974	1887	26723	138	0	19113	709	19251
45975	1635	22304	32	0	23639	218	23671
46032	1882	26587	142	0	19303	134	19445
46034	2639	45845	92	0	97	60	189
46039	1952	27779	54	0	18206	1182	18260
46062	934	9889	195	0	35978	736	36173
46070	2642	46044	25	0	1	1	26
46079	1885	26677	93	0	19309	847	19402
46086	1627	22237	178	0	23671	127	23849
46121	1836	25819	137	0	20165	76	20302
46170	1531	20566	161	0	25443	844	25604
46187	2641	45996	89	0	102	90	191
46192	1366	17363	78	0	28751	54	28829
46194	1010	11211	204	0	34779	264	34983
46218	2635	45589	92	0	537	292	629
46230	2632	45463	41	0	726	199	767
46231	2013	28832	15	0	17384	294	17399
46232	1954	27815	15	0	18402	79	18417
46279	1940	27546	105	0	18628	119	18733
46286	732	6217	182	0	39887	704	40069
46294	2638	45811	97	0	386	159	483
46307	2646	46240	13	0	54	54	67
46328	1321	16608	184	0	29536	1756	29720
46351	1927	27321	117	0	18913	48	19030
46381	1957	27890	128	0	18363	1034	18491
46383	1577	21547	82	0	24754	84	24836
46408	2648	46300	98	0	10	6	108
46416	2647	46298	35	0	83	83	118
46418	1130	13427	185	0	32806	544	32991
46419	696	5342	192	0	40885	396	41077
46419	2640	45847	6	0	566	60	572
46446	1886	26693	85	0	19668	590	19753
46470	1689	23136	152	0	23182	544	23334
46507	2650	46338	85	0	84	80	169
46531	1869	26372	102	0	20057	92	20159
46537	1444	18719	213	0	27605	99	27818
46578	2645	46190	109	0	279	267	388
46604	2653	46367	73	0	164	164	237
46608	1798	25143	165	0	21300	97	21465
46636	447	995	180	0	45461	1354	45641
46653	2656	46578	62	0	13	9	75
46687	1912	27115	154	0	19418	262	19572
46690	2652	46365	75	0	250	87	325
46724	1935	27456	83	0	19185	640	19268
46725	1900	26937	33	0	19755	416	19788
46725	1909	27043	133	0	19549	38	19682
46760	751	6648	198	0	39914	2964	40112
46771	1922	27230	157	0	19384	1725	19541
46778	1741	23987	93	0	22698	329	22791
46820	1820	25519	188	0	21113	90	21301
46821	1855	26159	3	0	20659	1790	20662
46822	1813	25439	152	0	21231	497	21383
46824	1777	24753	73	0	21998	251	22071
46846	1034	11748	161	0	34937	82	35098
46863	1849	26050	106	0	20707	655	20813
46876	1742	24037	140	0	22699	645	22839
46884	1612	22092	126	0	24666	716	24792
46906	2000	28634	101	0	18171	176	18272
46947	1528	20559	168	0	26220	170	26388
46956	2657	46698	73	0	185	90	258
46964	2654	46384	58	0	522	114	580
46974	1679	23078	78	0	23818	74	23896
46976	789	7302	169	0	39505	54	39674
47005	2655	46522	41	0	442	168	483
47017	1819	25503	126	0	21388	476	21514
47018	1842	25959	48	0	21011	97	21059
47033	1911	27085	133	0	19815	1587	19948
47043	1921	27225	85	0	19733	102	19818
47044	1806	25342	120	0	21582	57	21702
47045	1668	22891	34	0	24120	106	24154
47046	1650	22582	14	0	24450	895	24464
47047	1648	22540	16	0	24491	112	24507
47048	1643	22488	45	0	24515	340	24560
47070	1865	26288	121	0	20661	90	20782
47084	1642	22454	94	0	24536	903	24630
47085	1840	25901	15	0	21169	246	21184
47086	1780	24860	6	0	22220	450	22226
47092	1760	24517	103	0	22472	1344	22575
47096	492	1991	243	0	44862	40	45105
47164	1527	20526	165	0	26473	1039	26638
47165	2659	47069	90	0	6	2	96
47166	1888	26727	2	0	20437	398	20439
47167	1854	26137	18	0	21012	75	21030
47172	1637	22318	140	0	24714	124	24854
47183	1749	24101	177	0	22905	1306	23082
47204	1845	25977	72	0	21155	408	21227
47205	1924	27243	4	0	19958	1722	19962
47207	718	5938	193	0	41076	703	41269
47215	1874	26463	65	0	20687	2579	20752
47216	1835	25813	53	0	21350	894	21403
47234	1348	17152	125	0	29957	470	30082
47278	1191	14611	165	0	32502	375	32667
47279	1815	25443	51	0	21785	374	21836
47298	1755	24364	154	0	22780	231	22934
47313	1342	17032	153	0	30128	1809	30281
47326	616	3961	202	0	43163	719	43365
47327	1700	23295	130	0	23902	2001	24032
47328	1772	24674	103	0	22551	448	22654
47358	1235	15278	133	0	31947	202	32080
47360	2663	47264	72	0	24	16	96
47408	1593	21837	163	0	25408	975	25571
47438	1794	25091	143	0	22204	458	22347
47441	2669	47349	75	0	17	9	92
47454	1026	11616	202	0	35636	126	35838
47455	2670	47386	68	0	1	1	69
47455	2668	47342	82	0	31	31	113
47479	1697	23242	109	0	24128	162	24237
47490	1012	11215	200	0	36075	740	36275
47543	1131	13435	113	0	33995	756	34108
47548	2662	47224	99	0	225	217	324
47550	1665	22865	126	0	24559	2025	24685
47551	1698	23246	5	0	24300	297	24305
47572	886	8946	199	0	38427	1001	38626
47607	2671	47390	64	0	153	153	217
47613	1831	25741	139	0	21733	493	21872
47619	1691	23162	151	0	24306	754	24457
47620	1547	20940	159	0	26521	36	26680
47664	2672	47397	57	0	210	210	267
47664	1646	22532	130	0	25002	162	25132
47692	1690	23140	149	0	24403	254	24552
47699	605	3827	193	0	43679	1060	43872
47713	2664	47270	49	0	394	394	443
47717	1808	25385	104	0	22228	546	22332
47724	1768	24591	93	0	23040	711	23133
47771	1636	22310	136	0	25325	208	25461
47801	1127	13342	193	0	34266	54	34459
47802	1602	21920	57	0	25825	2482	25882
47809	1203	14828	69	0	32912	127	32981
47810	1681	23090	60	0	24660	448	24720
47810	2677	47675	77	0	58	58	135
47811	1610	22078	19	0	25714	452	25733
47811	1720	23576	44	0	24191	76	24235
47812	1558	21203	58	0	26551	72	26609
47812	1715	23554	18	0	24240	366	24258
47813	1536	20732	62	0	27019	262	27081
47813	1714	23540	194	0	24079	40	24273
47814	1526	20526	170	0	27118	32	27288
47818	1461	18963	91	0	28764	1124	28855
47819	1446	18732	34	0	29053	516	29087
47822	825	7837	200	0	39785	57	39985
47836	1432	18489	99	0	29248	129	29347
47837	1312	16434	5	0	31398	622	31403
47869	2676	47673	93	0	103	61	196
47871	1304	16312	86	0	31473	1629	31559
47885	1546	20852	78	0	26955	1574	27033
47909	1712	23478	159	0	24272	1154	24431
47924	816	7593	191	0	40140	816	40331
47926	2666	47292	93	0	541	36	634
47930	2679	47890	30	0	10	6	40
47968	2678	47754	56	0	158	56	214
47976	1488	19594	187	0	28195	277	28382
47985	1460	18959	98	0	28928	60	29026
47993	1529	20560	127	0	27306	398	27433
47994	1373	17508	45	0	30441	110	30486
47995	1372	17475	18	0	30502	1494	30520
48012	1339	16992	61	0	30959	64	31020
48014	1246	15380	167	0	32467	142	32634
48059	1804	25243	112	0	22704	977	22816
48059	1386	17726	182	0	30151	231	30333
48067	2683	48013	8	0	46	46	54
48085	2675	47596	94	0	395	77	489
48090	2682	47963	23	0	104	104	127
48104	1832	25759	124	0	22221	156	22345
48117	1728	23752	132	0	24233	872	24365
48117	1618	22177	121	0	25819	1327	25940
48141	647	4482	188	0	43471	391	43659
48143	1014	11283	124	0	36736	362	36860
48168	1562	21283	125	0	26760	433	26885
48179	1559	21219	105	0	26855	72	26960
48190	1685	23104	161	0	24925	209	25086
48196	1185	14527	88	0	33581	1704	33669
48200	1590	21814	52	0	26334	43	26386
48233	1195	14703	96	0	33434	993	33530
48233	1615	22161	102	0	25970	1288	26072
48244	890	8956	177	0	39111	4712	39288
48245	1500	19866	163	0	28216	558	28379
48273	1205	14838	103	0	33332	380	33435
48316	1589	21792	164	0	26360	746	26524
48317	1194	14701	128	0	33488	149	33616
48318	1141	13577	94	0	34647	916	34741
48333	1151	13779	175	0	34379	572	34554
48358	1563	21313	126	0	26919	333	27045
48368	1702	23303	117	0	24948	1113	25065
48374	1587	21725	115	0	26534	817	26649
48374	1556	21183	81	0	27110	1235	27191
48404	1545	20848	82	0	27474	142	27556
48425	996	10991	167	0	37267	280	37434
48433	404	29	234	0	48170	241	48404
48439	1513	20228	123	0	28088	798	28211
48443	1471	19117	126	0	29200	192	29326
48444	1682	23091	42	0	25311	864	25353
48445	1458	18949	7	0	29489	62	29496
48447	1453	18824	125	0	29498	65	29623
48448	1434	18522	15	0	29911	2054	29926
48493	1378	17619	152	0	30722	144	30874
48494	1418	18312	137	0	30045	190	30182
48495	1408	18177	37	0	30281	800	30318
48496	1377	17592	92	0	30812	39	30904
48497	1375	17562	19	0	30916	123	30935
48498	2685	48333	59	0	106	106	165
48498	1370	17431	19	0	31048	44	31067
48499	1465	19011	6	0	29482	68	29488
48501	1363	17331	64	0	31106	56	31170
48523	1305	16344	96	0	32083	152	32179
48524	1287	15998	81	0	32445	386	32526
48525	1286	15964	97	0	32464	380	32561
48526	1284	15944	3	0	32579	269	32582
48527	1274	15792	15	0	32720	3245	32735
48528	1271	15768	33	0	32727	100	32760
48529	1270	15766	50	0	32713	114	32763
48530	1269	15764	36	0	32730	1207	32766
48534	1455	18834	110	0	29590	175	29700
48538	1258	15634	191	0	32713	244	32904
48542	1674	22951	115	0	25476	400	25591
48563	1234	15264	83	0	33216	704	33299
48567	1470	19093	165	0	29309	150	29474
48629	1570	21375	164	0	27090	267	27254
48635	1703	23337	147	0	25151	155	25298
48649	575	3448	195	0	45006	331	45201
48658	1738	23939	115	0	24604	102	24719
48659	1667	22890	98	0	25671	99	25769
48674	1392	17799	141	0	30734	134	30875
48678	1450	18785	186	0	29707	1124	29893
48696	1379	17631	91	0	30974	1182	31065
48714	2687	48582	37	0	95	44	132
48734	1644	22510	152	0	26072	62	26224
48754	987	10699	168	0	37887	292	38055
48763	1359	17298	164	0	31301	623	31465
48771	1633	22293	100	0	26378	1331	26478
48773	2686	48578	51	0	144	136	195
48785	1442	18628	92	0	30065	335	30157
48786	1578	21585	91	0	27110	86	27201
48821	1535	20728	117	0	27976	270	28093
48822	1473	19204	74	0	29544	213	29618
48823	1414	18282	35	0	30506	450	30541
48840	1582	21666	145	0	27029	116	27174
48859	1396	17887	148	0	30824	211	30972
48861	909	9254	206	0	39401	901	39607
48876	1310	16412	118	0	32346	658	32464
48878	894	9010	92	0	39776	824	39868
48909	2688	48692	64	0	153	149	217
48910	917	9491	26	0	39393	45	39419
48911	915	9487	32	0	39392	83	39424
48932	1626	22234	166	0	26532	56	26698
48935	1224	15117	147	0	33671	367	33818
48956	439	916	185	0	47855	1196	48040
48969	1353	17180	109	0	31680	560	31789
48971	1148	13649	121	0	35201	154	35322
48978	1462	18973	29	0	29976	219	30005
48979	1341	17014	24	0	31941	118	31965
48980	1204	14834	50	0	34096	394	34146
48989	914	9485	151	0	39353	43	39504
49003	1381	17674	113	0	31216	547	31329
49004	1138	13543	106	0	35355	842	35461
49024	1404	18083	122	0	30819	261	30941
49037	1352	17174	118	0	31745	449	31863
49041	1361	17317	179	0	31545	478	31724
49050	1550	20985	149	0	27916	477	28065
49053	1374	17514	129	0	31410	301	31539
49098	1440	18599	106	0	30393	1330	30499
49099	972	10456	18	0	38625	1779	38643
49100	960	10326	3	0	38771	599	38774
49101	952	10209	70	0	38822	863	38892
49102	1332	16821	123	0	32158	268	32281
49104	876	8797	118	0	40189	378	40307
49119	1296	16137	183	0	32799	1206	32982
49172	1430	18471	146	0	30555	143	30701
49184	922	9569	177	0	39438	1507	39615
49187	1176	14241	145	0	34801	76	34946
49188	860	8596	156	0	40436	173	40592
49189	1387	17744	53	0	31392	778	31445
49201	830	8027	121	0	41053	495	41174
49228	1293	16087	101	0	33040	2136	33141
49236	1343	17062	182	0	31992	283	32174
49262	1251	15494	114	0	33654	534	33768
49265	1290	16069	141	0	33055	142	33196
49272	1106	13015	66	0	36191	538	36257
49298	538	2830	221	0	46247	257	46468
49322	1323	16664	136	0	32522	640	32658
49323	1421	18358	113	0	30852	136	30965
49323	1262	15663	115	0	33545	213	33660
49336	1066	12356	160	0	36820	391	36980
49385	1338	16986	125	0	32274	1380	32399
49386	1061	12272	5	0	37109	879	37114
49396	1499	19850	179	0	29367	111	29546
49403	1032	11710	193	0	37500	210	37693
49408	1280	15926	151	0	33331	743	33482
49451	1196	14711	119	0	34621	76	34740
49452	1093	12811	6	0	36635	80	36641
49453	1085	12775	27	0	36651	443	36678
49454	1080	12686	7	0	36761	125	36768
49455	1079	12682	19	0	36754	49	36773
49456	1077	12679	57	0	36720	541	36777
49456	1244	15349	189	0	33918	535	34107
49468	895	9032	183	0	40253	134	40436
49498	988	10700	167	0	38631	336	38798
49520	1076	12567	151	0	36802	91	36953
49521	1309	16402	20	0	33099	1160	33119
49534	1129	13372	165	0	35997	1180	36162
49535	1413	18281	93	0	31161	119	31254
49536	1237	15301	52	0	34183	229	34235
49540	784	7246	210	0	42084	550	42294
49584	698	5350	185	0	44049	546	44234
49584	1054	12095	172	0	37317	708	37489
49622	1264	15718	143	0	33761	164	33904
49630	1298	16147	111	0	33372	696	33483
49636	1231	15224	68	0	34344	449	34412
49637	1230	15220	82	0	34335	62	34417
49650	1021	11499	171	0	37980	262	38151
49675	1150	13776	130	0	35769	715	35899
49676	1139	13549	84	0	36043	460	36127
49678	999	11031	229	0	38418	56	38647
49694	1159	13867	165	0	35662	584	35827
49695	1174	14215	70	0	35410	518	35480
49750	813	7550	183	0	42017	749	42200
49751	1126	13332	200	0	36219	701	36419
49752	1217	15045	101	0	34606	497	34707
49758	1175	14231	164	0	35363	158	35527
49758	1137	13537	133	0	36088	68	36221
49759	853	8508	38	0	41213	405	41251
49771	1186	14531	126	0	35114	119	35240
49800	1254	15512	102	0	34186	988	34288
49801	1103	12995	126	0	36680	478	36806
49823	1256	15587	98	0	34138	759	34236
49828	839	8187	172	0	41469	385	41641
49846	901	9151	158	0	40537	531	40695
49860	1199	14775	104	0	34981	480	35085
49866	1451	18792	121	0	30953	243	31074
49899	858	8578	179	0	41142	532	41321
49926	1182	14327	136	0	35463	404	35599
49926	967	10398	143	0	39385	1769	39528
49927	1112	13110	72	0	36745	249	36817
49930	786	7276	187	0	42467	915	42654
49944	1098	12941	105	0	36898	560	37003
49945	810	7516	70	0	42359	1072	42429
49946	1074	12532	89	0	37325	252	37414
49946	808	7473	18	0	42455	120	42473
49947	1043	11883	2	0	38062	276	38064
49948	1028	11642	12	0	38294	1371	38306
49951	807	7466	75	0	42410	1718	42485
49952	1116	13144	31	0	36777	1443	36808
49957	1167	14106	130	0	35721	381	35851
49958	1184	14341	124	0	35493	368	35617
49959	1114	13129	17	0	36813	1368	36830
49975	1081	12696	90	0	37189	3008	37279
49984	1027	11622	111	0	38251	373	38362
50024	1092	12809	166	0	37049	104	37215
50029	405	31	233	0	49765	69	49998
50029	1096	12895	188	0	36946	341	37134
50030	1226	15186	42	0	34802	1428	34844
50047	1520	20416	98	0	29533	279	29631
50048	1013	11265	22	0	38761	493	38783
50060	1015	11289	187	0	38584	662	38771
50102	1057	12161	193	0	37748	622	37941
50103	1003	11126	91	0	38886	798	38977
50103	1002	11105	165	0	38833	128	38998
50104	995	10971	55	0	39078	168	39133
50104	945	10079	100	0	39925	168	40025
50105	991	10909	51	0	39145	204	39196
50110	1100	12985	146	0	36979	1321	37125
50110	989	10887	119	0	39104	86	39223
50123	992	10911	241	0	38971	121	39212
50124	968	10402	63	0	39659	658	39722
50151	892	8982	159	0	41010	186	41169
50170	1190	14579	109	0	35482	803	35591
50173	1051	12009	171	0	37993	448	38164
50174	1035	11762	20	0	38392	192	38412
50175	1025	11606	2	0	38567	60	38569
50195	961	10338	145	0	39712	730	39857
50208	739	6358	207	0	43643	1721	43850
50226	1016	11363	133	0	38730	584	38863
50227	717	5934	39	0	44254	757	44293
50256	1162	13892	154	0	36210	1600	36364
50257	748	6633	41	0	43583	1249	43624
50258	727	6081	256	0	43921	34	44177
50266	778	7020	161	0	43085	176	43246
50274	1188	14567	108	0	35599	114	35707
50275	747	6584	177	0	43514	614	43691
50293	724	6040	128	0	44125	599	44253
50310	715	5920	158	0	44232	1737	44390
50311	1169	14136	129	0	36046	90	36175
50312	1105	13003	42	0	37267	1586	37309
50313	1153	13816	23	0	36474	475	36497
50314	1063	12310	9	0	37995	478	38004
50315	1008	11187	73	0	39055	1133	39128
50330	1104	13001	136	0	37193	148	37329
