TT	PID	AT	CT	IO_D	WT	RT	TRT
5647	128	451	288	9	4908	111	5196
5679	174	587	38	6	5054	186	5092
5681	512	5529	147	0	5	1	152
5696	177	602	149	13	4945	53	5094
5713	124	444	257	19	5012	1121	5269
5755	231	841	214	0	4700	464	4914
5762	195	668	61	20	5033	57	5094
5770	140	493	104	16	5173	97	5277
5793	194	663	131	0	4999	2	5130
5835	179	613	86	0	5136	254	5222
5884	123	438	228	11	5218	288	5446
5898	172	584	236	17	5078	2	5314
5904	190	645	299	7	4960	1	5259
5951	384	3488	214	0	2249	46	2463
5977	165	568	148	10	5261	60	5409
5989	526	5819	165	0	5	1	170
5989	138	489	205	19	5295	810	5500
5999	189	639	46	18	5314	154	5360
6021	136	481	232	16	5308	200	5540
6024	133	470	151	15	5403	1219	5554
6056	139	492	211	16	5353	56	5564
6059	191	650	251	12	5158	1	5409
6061	196	668	34	11	5359	61	5393
6062	199	676	230	10	5156	891	5386
6063	184	632	215	9	5216	209	5431
6111	309	2200	198	0	3713	30	3911
6176	159	550	129	0	5497	70	5626
6221	546	6198	23	0	0	0	23
6225	537	6038	153	0	34	26	187
6226	167	579	81	37	5566	224	5647
6254	170	582	266	15	5406	512	5672
6255	178	607	161	0	5487	56	5648
6281	253	1341	203	0	4737	450	4940
6293	99	347	257	30	5689	368	5946
6294	186	636	48	20	5610	37	5658
6329	154	533	202	22	5594	338	5796
6389	185	634	211	10	5544	638	5755
6431	545	6187	34	0	210	202	244
6468	362	3074	212	0	3182	505	3394
6488	552	6306	145	0	37	29	182
6489	166	575	132	13	5782	84	5914
6490	188	637	37	13	5816	292	5853
6503	554	6353	145	0	5	1	150
6551	559	6523	15	0	13	13	28
6602	558	6437	79	0	86	82	165
6608	567	6591	12	0	5	1	17
6646	524	5787	151	0	708	266	859
6647	197	674	93	14	5880	1540	5973
6653	181	621	154	6	5878	138	6032
6659	183	628	232	36	5799	635	6031
6664	164	563	293	18	5808	124	6101
6672	441	4354	180	0	2138	355	2318
6737	142	495	185	5	6057	314	6242
6740	175	592	120	18	6028	165	6148
6741	566	6574	66	0	101	38	167
6766	161	557	177	20	6032	260	6209
6797	538	6060	63	0	674	503	737
6799	158	548	118	0	6133	76	6251
6801	147	508	161	20	6132	313	6293
6804	171	582	148	13	6074	249	6222
6806	549	6248	121	0	437	13	558
6818	163	560	193	25	6065	460	6258
6836	315	2302	193	0	4341	124	4534
6922	568	6593	120	0	209	165	329
6931	561	6534	89	0	308	18	397
6933	574	6697	132	0	104	100	236
6977	583	6882	93	0	2	2	95
6991	588	6946	31	0	14	14	45
7000	226	789	205	0	6006	24	6211
7015	557	6432	84	0	499	499	583
7027	192	653	273	10	6101	1	6374
7041	576	6714	104	0	223	219	327
7045	543	6155	48	0	842	19	890
7067	528	5836	148	0	1083	386	1231
7146	521	5686	113	0	1347	50	1460
7151	522	5708	167	0	1276	30	1443
7179	594	7093	80	0	6	6	86
7209	510	5485	73	0	1651	66	1724
7215	589	6978	51	0	186	40	237
7237	132	463	256	26	6518	45	6774
7238	600	7216	2	0	20	20	22
7238	573	6677	28	0	533	94	561
7259	193	659	79	15	6521	922	6600
7312	420	3968	182	0	3162	573	3344
7347	562	6535	117	0	695	52	812
7366	607	7288	19	0	59	59	78
7375	187	636	134	26	6605	139	6739
7387	610	7343	36	0	8	8	44
7392	508	5467	130	0	1795	26	1925
7395	198	675	205	18	6515	792	6720
7456	527	5831	153	0	1472	459	1625
7483	617	7456	7	0	20	20	27
7484	182	628	263	18	6593	209	6856
7492	605	7266	122	0	104	100	226
7504	608	7296	109	0	99	99	208
7511	180	614	169	6	6728	211	6897
7542	615	7436	32	0	74	22	106
7543	614	7406	2	0	135	64	137
7556	598	7139	54	0	363	57	417
7579	620	7516	49	0	14	10	63
7581	625	7552	9	0	20	20	29
7601	606	7270	114	0	217	69	331
7617	365	3126	191	0	4300	414	4491
7634	627	7591	42	0	1	1	43
7637	580	6789	82	0	766	48	848
7642	626	7580	50	0	12	4	62
7657	604	7252	115	0	290	204	405
7708	465	4716	112	0	2880	580	2992
7709	587	6938	10	0	761	68	771
7710	516	5611	7	0	2092	1150	2099
7710	621	7522	49	0	139	135	188
7727	632	7693	33	0	1	1	34
7727	631	7645	64	0	18	18	82
7747	618	7466	142	0	139	135	281
7750	619	7504	41	0	205	40	246
7752	593	7045	7	0	700	66	707
7757	542	6129	34	0	1594	197	1628
7758	439	4318	188	0	3252	316	3440
7827	494	5076	153	0	2598	161	2751
7833	636	7728	85	0	20	20	105
7855	624	7546	108	0	201	76	309
7856	200	680	208	16	6968	153	7176
7861	539	6080	120	0	1661	26	1781
7873	603	7249	57	0	567	183	624
7899	381	3393	156	0	4350	226	4506
7926	602	7248	58	0	620	198	678
7975	643	7858	99	0	18	14	117
7978	637	7730	119	0	129	30	248
7985	570	6639	86	0	1260	22	1346
8038	341	2619	194	0	5225	342	5419
8058	530	5875	123	0	2060	253	2183
8063	616	7442	112	0	509	64	621
8077	647	8002	69	0	6	6	75
8101	505	5407	83	0	2611	200	2694
8102	536	6010	137	0	1955	102	2092
8131	613	7400	42	0	689	104	731
8144	501	5354	134	0	2656	239	2790
8145	572	6675	130	0	1340	14	1470
8158	370	3150	171	0	4837	818	5008
8193	653	8138	36	0	19	19	55
8197	586	6917	100	0	1180	50	1280
8227	497	5210	131	0	2886	119	3017
8267	579	6785	92	0	1390	365	1482
8272	352	2957	148	0	5167	390	5315
8287	535	5933	166	0	2188	183	2354
8312	652	8092	88	0	132	44	220
8315	655	8264	24	0	27	23	51
8332	648	8018	25	0	289	74	314
8367	578	6747	130	0	1490	116	1620
8375	642	7854	52	0	469	54	521
8389	335	2555	182	0	5652	408	5834
8390	541	6093	61	0	2236	79	2297
8399	657	8350	36	0	13	13	49
8399	577	6735	104	0	1560	118	1664
8413	609	7340	46	0	1027	82	1073
8427	517	5635	63	0	2729	99	2792
8449	507	5465	65	0	2919	120	2984
8484	661	8406	69	0	9	1	78
8485	506	5435	2	0	3048	85	3050
8495	651	8064	101	0	330	64	431
8510	533	5907	142	0	2461	217	2603
8514	325	2438	209	0	5867	59	6076
8524	525	5801	52	0	2671	219	2723
8542	592	7043	64	0	1435	28	1499
8603	534	5915	134	0	2554	205	2688
8615	665	8539	75	0	1	1	76
8617	496	5191	164	0	3262	336	3426
8627	531	5877	143	0	2607	151	2750
8646	483	4953	155	0	3538	47	3693
8698	415	3897	155	0	4646	151	4801
8703	434	4167	160	0	4376	167	4536
8707	523	5781	128	0	2798	351	2926
8726	597	7134	59	0	1533	58	1592
8731	671	8654	69	0	8	8	77
8734	641	7782	53	0	899	72	952
8735	601	7232	62	0	1441	13	1503
8742	599	7184	20	0	1538	26	1558
8763	520	5686	109	0	2968	32	3077
8801	658	8353	104	0	344	52	448
8809	591	7037	38	0	1734	32	1772
8820	431	4100	157	0	4563	236	4720
8830	674	8750	66	0	14	10	80
8833	442	4358	141	0	4334	293	4475
8840	504	5395	138	0	3307	254	3445
8856	459	4642	44	0	4170	307	4214
8857	456	4589	43	0	4225	78	4268
8870	582	6839	99	0	1932	41	2031
8870	454	4573	115	0	4182	20	4297
8884	499	5283	49	0	3552	31	3601
8889	475	4901	71	0	3917	26	3988
8919	670	8644	82	0	193	189	275
8931	273	1735	142	0	7054	170	7196
8937	532	5905	122	0	2910	113	3032
8972	488	5020	78	0	3874	190	3952
8978	462	4691	140	0	4147	43	4287
8991	680	8891	68	0	32	28	100
9023	668	8563	50	0	410	59	460
9031	466	4736	115	0	4180	523	4295
9032	463	4700	11	0	4321	239	4332
9043	502	5360	128	0	3555	150	3683
9044	350	2825	136	0	6083	1049	6219
9047	685	8955	56	0	36	36	92
9053	438	4236	60	0	4757	66	4817
9057	682	8947	100	0	10	2	110
9065	457	4639	78	0	4348	661	4426
9114	686	9099	13	0	2	2	15
9125	433	4134	144	0	4847	216	4991
9133	314	2298	197	0	6638	109	6835
9134	675	8767	75	0	292	86	367
9140	380	3385	138	0	5617	709	5755
9172	477	4911	113	0	4148	381	4261
9173	395	3581	11	0	5581	150	5592
9177	687	9107	60	0	10	10	70
9178	428	4076	143	0	4959	95	5102
9207	402	3701	183	0	5323	44	5506
9221	571	6656	151	0	2414	31	2565
9222	471	4806	59	0	4357	77	4416
9223	426	4065	9	0	5149	259	5158
9224	413	3871	6	0	5347	30	5353
9240	394	3544	119	0	5577	212	5696
9251	400	3651	128	0	5472	54	5600
9253	693	9189	9	0	55	51	64
9261	692	9189	70	0	2	2	72
9268	691	9175	78	0	15	7	93
9277	369	3146	184	0	5947	249	6131
9282	689	9131	21	0	130	130	151
9299	429	4082	79	0	5138	79	5217
9308	695	9237	59	0	12	12	71
9312	403	3717	85	0	5510	145	5595
9328	376	3291	134	0	5903	293	6037
9329	234	853	159	0	8317	136	8476
9329	519	5682	129	0	3518	44	3647
9330	518	5637	6	0	3687	156	3693
9331	515	5559	2	0	3770	1206	3772
9332	487	5018	37	0	4277	294	4314
9333	486	5004	17	0	4312	543	4329
9334	677	8785	67	0	482	50	549
9334	476	4903	57	0	4374	32	4431
9335	423	4042	22	0	5271	35	5293
9335	453	4525	13	0	4797	110	4810
9371	412	3869	159	0	5343	221	5502
9372	411	3857	45	0	5470	553	5515
9373	406	3763	33	0	5577	27	5610
9381	368	3144	177	0	6060	224	6237
9382	424	4050	49	0	5283	318	5332
9383	407	3777	8	0	5598	23	5606
9384	391	3530	146	0	5708	33	5854
9389	227	801	180	0	8408	524	8588
9430	372	3155	177	0	6098	595	6275
9431	345	2681	63	0	6687	212	6750
9435	405	3745	124	0	5566	108	5690
9460	389	3508	133	0	5819	339	5952
9461	378	3361	68	0	6032	243	6100
9488	312	2269	209	0	7010	18	7219
9489	300	2050	63	0	7376	58	7439
9500	353	2966	151	0	6383	309	6534
9503	277	1771	192	0	7540	24	7732
9520	397	3611	136	0	5773	474	5909
9521	324	2432	60	0	7029	20	7089
9522	317	2360	15	0	7147	24	7162
9523	298	2032	33	0	7458	535	7491
9524	259	1591	46	0	7887	825	7933
9527	698	9490	36	0	1	1	37
9528	351	2833	128	0	6567	84	6695
9542	208	325	188	0	9029	402	9217
9550	337	2559	163	0	6828	175	6991
9565	269	1708	155	0	7702	73	7857
9587	379	3375	67	0	6145	613	6212
9599	703	9555	42	0	2	2	44
9600	233	848	164	0	8588	800	8752
9606	701	9532	54	0	20	12	74
9618	222	563	212	0	8843	69	9055
9619	679	8873	72	0	674	15	746
9620	339	2591	49	0	6980	392	7029
9622	333	2533	50	0	7039	248	7089
9623	329	2505	79	0	7039	24	7118
9632	382	3462	153	0	6017	324	6170
9651	553	6320	124	0	3207	189	3331
9651	334	2539	90	0	7022	402	7112
9651	509	5475	42	0	4134	26	4176
9652	212	399	34	0	9219	324	9253
9652	373	3232	10	0	6410	833	6420
9653	344	2659	88	0	6906	300	6994
9654	308	2149	157	0	7348	64	7505
9660	704	9657	2	0	1	1	3
9660	286	1913	182	0	7565	32	7747
9673	223	584	195	0	8894	355	9089
9678	310	2247	145	0	7286	156	7431
9680	299	2038	13	0	7629	50	7642
9682	322	2404	69	0	7209	20	7278
9684	392	3536	47	0	6101	35	6148
9686	375	3287	62	0	6337	1729	6399
9687	206	230	165	0	9292	64	9457
9688	257	1577	25	0	8086	576	8111
9695	319	2380	202	0	7113	32	7315
9698	232	847	32	0	8819	736	8851
9700	355	3031	75	0	6594	612	6669
9702	330	2515	68	0	7119	21	7187
9728	313	2271	94	0	7363	184	7457
9730	640	7781	54	0	1895	131	1949
9732	359	3056	102	0	6574	78	6676
9734	228	825	168	0	8741	20	8909
9736	461	4690	141	0	4905	558	5046
9738	327	2448	63	0	7227	590	7290
9740	264	1631	83	0	8026	89	8109
9742	266	1633	81	0	8028	226	8109
9744	295	1990	99	0	7655	650	7754
9749	282	1855	31	0	7863	22	7894
9753	280	1805	104	0	7844	62	7948
9757	321	2384	14	0	7359	34	7373
9763	458	4640	173	0	4950	19	5123
9767	260	1591	127	0	8049	888	8176
9769	230	839	119	0	8811	456	8930
9773	262	1613	55	0	8105	494	8160
312	204	46	253	0	13	229	266
312	203	26	273	0	13	265	286
396	207	236	159	0	1	51	160
416	211	345	66	0	5	0	71
416	210	344	67	0	5	0	72
650	217	455	182	0	13	103	195
650	216	448	189	0	13	80	202
683	201	22	179	0	482	108	661
1013	239	998	14	0	1	0	15
1013	237	993	19	0	1	0	20
1278	244	1066	211	0	1	0	212
1278	243	1065	212	0	1	0	213
1552	256	1366	177	0	9	124	186
1552	255	1364	179	0	9	0	188
1701	265	1632	64	0	5	0	69
1701	261	1608	88	0	5	19	93
1729	271	1719	9	0	1	0	10
1774	275	1745	28	0	1	0	29
1790	224	703	181	0	906	98	1087
1882	214	444	88	0	1350	1325	1438
1961	290	1958	2	0	1	0	3
1961	289	1957	3	0	1	0	4
2094	297	2025	64	0	5	25	69
2110	225	721	69	0	1320	116	1389
2254	301	2095	29	0	130	50	159
2292	283	1864	34	0	394	39	428
2315	307	2145	161	0	9	41	170
2359	263	1619	192	0	548	134	740
2418	249	1305	175	0	938	126	1113
2567	318	2362	64	0	141	86	205
2702	316	2334	127	0	241	44	368
2702	294	1969	134	0	599	0	733
2832	284	1883	78	0	871	38	949
2918	250	1309	230	0	1379	6	1609
2956	349	2780	171	0	5	11	176
2956	348	2755	196	0	5	137	201
3111	357	3042	64	0	5	0	69
3122	238	993	219	0	1910	21	2129
3192	215	445	55	0	2692	107	2747
3202	268	1706	239	0	1257	87	1496
3337	371	3151	181	0	5	0	186
3359	328	2503	43	0	813	60	856
3359	311	2249	44	0	1066	142	1110
3430	377	3292	133	0	5	0	138
3449	285	1907	221	0	1321	189	1542
3534	240	1032	220	0	2282	16	2502
3632	388	3504	123	0	5	57	128
3632	386	3497	130	0	5	95	135
3660	358	3050	180	0	430	372	610
3940	418	3937	2	0	1	0	3
3940	417	3923	12	0	5	0	17
3965	221	530	240	0	3195	1000	3435
3994	281	1813	215	0	1966	60	2181
4124	387	3504	51	0	569	362	620
4124	279	1801	98	0	2225	80	2323
4137	383	3478	11	0	648	40	659
4140	432	4103	36	0	1	0	37
4140	430	4091	48	0	1	0	49
4291	437	4216	74	0	1	0	75
4291	436	4212	78	0	1	0	79
4434	409	3817	82	0	535	38	617
4436	326	2442	116	0	1878	35	1994
4456	447	4385	70	0	1	0	71
4456	446	4382	73	0	1	0	74
4512	448	4395	112	0	5	0	117
4512	445	4381	126	0	5	0	131
4528	331	2523	196	0	1809	19	2005
4528	235	891	217	0	3420	24	3637
4529	393	3542	156	0	831	355	987
4529	220	526	201	0	3802	391	4003
4556	296	2002	61	0	2493	70	2554
4624	452	4492	127	0	5	0	132
4624	451	4483	136	0	5	0	141
4736	305	2143	192	0	2401	91	2593
4891	469	4763	115	0	13	0	128
4891	468	4759	119	0	13	0	132
4967	485	4963	3	0	1	0	4
4967	484	4957	9	0	1	0	10
5001	482	4952	48	0	1	0	49
5001	481	4950	50	0	1	22	51
5027	472	4854	139	0	34	67	173
5209	491	5063	141	0	5	0	146
5209	490	5052	152	0	5	131	157
5246	399	3649	152	0	1445	103	1597
5255	474	4892	57	0	306	96	363
5342	498	5214	127	0	1	119	128
5377	493	5066	32	0	279	0	311
5417	366	3130	138	0	2149	368	2287
5417	342	2635	144	0	2638	419	2782
5444	478	4919	140	0	385	345	525
5444	421	3984	151	0	1309	28	1460
5471	292	1965	29	0	3477	679	3506
5681	514	5534	142	0	5	0	147
5681	513	5533	143	0	5	131	148
5696	464	4714	116	0	866	22	982
5713	364	3120	100	0	2493	324	2593
5793	278	1799	115	0	3879	28	3994
5793	248	1295	121	0	4377	862	4498
5835	245	1281	77	0	4477	247	4554
5884	340	2597	162	0	3125	531	3287
5977	422	4014	85	0	1878	135	1963
5989	419	3941	172	0	1876	1474	2048
6021	346	2713	220	0	3088	256	3308
6221	548	6209	11	0	1	0	12
6221	547	6200	20	0	1	0	21
6226	247	1293	77	0	4856	109	4933
6226	229	829	79	0	5318	786	5397
6281	363	3120	184	0	2977	18	3161
6294	356	3038	24	0	3232	1006	3256
6329	276	1745	193	0	4391	76	4584
6468	529	5839	183	0	446	104	629
6489	274	1743	105	0	4641	62	4746
6490	361	3060	12	0	3418	62	3430
6490	306	2145	20	0	4325	116	4345
6503	556	6406	92	0	5	19	97
6503	555	6357	141	0	5	0	146
6551	564	6542	8	0	1	0	9
6551	563	6537	13	0	1	0	14
6608	569	6604	3	0	1	0	4
6647	544	6157	11	0	479	190	490
6737	560	6533	69	0	135	0	204
6766	511	5525	105	0	1136	157	1241
6804	540	6087	96	0	621	199	717
6806	551	6303	82	0	421	57	503
6806	550	6286	99	0	421	75	520
6836	401	3683	184	0	2969	18	3153
6931	565	6555	85	0	291	38	376
6977	585	6894	82	0	1	0	83
6977	584	6893	83	0	1	0	84
7000	425	4050	182	0	2768	958	2950
7146	590	7022	105	0	19	28	124
7179	596	7117	61	0	1	16	62
7179	595	7099	79	0	1	0	80
7237	581	6793	134	0	310	245	444
7387	612	7371	15	0	1	0	16
7387	611	7368	18	0	1	0	19
7579	623	7541	33	0	5	0	38
7579	622	7532	42	0	5	0	47
7617	460	4660	174	0	2783	346	2957
7634	629	7597	36	0	1	0	37
7634	628	7594	39	0	1	0	40
7642	630	7601	36	0	5	0	41
7727	635	7718	8	0	1	0	9
7727	633	7697	29	0	1	0	30
7727	634	7699	27	0	1	0	28
7833	639	7778	54	0	1	0	55
7833	638	7770	62	0	1	4	63
7899	398	3619	155	0	4125	274	4280
7975	645	7903	71	0	1	0	72
7975	644	7878	92	0	5	5	97
8077	650	8024	52	0	1	0	53
8077	649	8023	53	0	1	0	54
8145	575	6713	105	0	1327	22	1432
8193	654	8179	13	0	1	0	14
8399	660	8390	8	0	1	0	9
8399	659	8367	31	0	1	0	32
8484	663	8413	62	0	9	36	71
8484	662	8407	68	0	9	60	77
8615	667	8557	57	0	1	0	58
8615	666	8550	64	0	1	0	65
8698	500	5332	137	0	3229	20	3366
8698	492	5064	140	0	3494	403	3634
8703	450	4465	158	0	4080	226	4238
8726	646	7926	40	0	760	62	800
8731	673	8664	66	0	1	0	67
8731	672	8663	67	0	1	0	68
8763	664	8463	52	0	248	72	300
8763	656	8304	57	0	402	31	459
8830	678	8792	33	0	5	0	38
8830	676	8783	42	0	5	0	47
8870	669	8575	62	0	233	57	295
9057	684	8955	93	0	9	92	102
9057	683	8951	97	0	9	0	106
9125	503	5391	136	0	3598	106	3734
9133	444	4364	177	0	4592	620	4769
9177	690	9132	44	0	1	0	45
9177	688	9125	51	0	1	0	52
9178	470	4796	123	0	4259	113	4382
9240	455	4575	108	0	4557	24	4665
9268	694	9201	62	0	5	50	67
9308	697	9263	44	0	1	45	45
9308	696	9261	46	0	1	22	47
9373	408	3790	32	0	5551	24	5583
9431	390	3512	48	0	5871	24	5919
9461	414	3875	62	0	5524	28	5586
9522	396	3589	7	0	5926	106	5933
9527	700	9512	14	0	1	0	15
9527	699	9497	29	0	1	0	30
9565	332	2525	150	0	6890	476	7040
9606	702	9552	45	0	9	12	54
9619	681	8896	63	0	660	31	723
9660	293	1968	180	0	7512	426	7692
9682	323	2426	66	0	7190	1186	7256
9688	343	2647	15	0	7026	352	7041
9740	338	2581	68	0	7091	899	7159


Processes: 704
Avg WT = 2563,	Avg RT = 171,	Avg TRT = 2677
% Of Process Completed Before Deadline = 0
Migration %: 802	RTF = 8,	MaxW = 91
Work Steal %: 180
Forked Process: 71%
Killed Process: 27%


Processors:8 [2 FCFS, 1 SJF, 2 RR, 3 EDF ]
Processors Load 
P1 = 8.63649 %, P2 = 7.37037 %, P3 = 11.4623 %, P4 = 8.56063 %, P5 = 8.2472 %, P6 = 11.3491 %, P7 = 11.4473 %, P8 = 11.1414 %, 


Processors Utiliz 
P1 = 73 %, P2 = 63 %, P3 = 98 %, P4 = 73 %, P5 = 71 %, P6 = 96 %, P7 = 97 %, P8 = 95 %, 
Avg utilization = 83.25 %
